"","Host","Accession","Description","Classification","Genome.Length..bp.","Jumbophage","molGC....","Molecule","Modification.Date","Number.CDS","Positive.Strand....","Negative.Strand....","Coding.Capacity...","Low.Coding.Capacity.Warning","tRNAs","Lowest.Taxa","Genus","Sub.family","Family","Order","Class","Phylum","Kingdom","Realm","Baltimore.Group","Genbank.Division","Isolation.Host..beware.inconsistent.and.nonsense.values.","gtdb_f","f_spor","newgtdb_Domain","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","fna"
"1807","Paenibacillus","MG727698","Paenibacillus phage PBL1c","Paenibacillus phage PBL1c Fernvirus PBL1c Fernvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40611,FALSE,"41.247","DNA","09-APR-2018",68,"89.7058823529412","10.2941176470588","88.8527738789983",NA,0,"Fernvirus","Fernvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Paenibacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Paenibacillales","fna"
"1808","Paenibacillus","MH460825","Paenibacillus phage Scottie","Paenibacillus phage Scottie Halcyonevirus scottie Halcyonevirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",55990,FALSE,"48.519","DNA","25-JUL-2018",88,"89.7727272727273","10.2272727272727","89.8071084122165",NA,0,"Halcyonevirus","Halcyonevirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Paenibacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Paenibacillales","fna"
"1809","Paenibacillus","MW927519","Paenibacillus phage Neutron","Paenibacillus phage Neutron Fernvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35988,FALSE,"41.850","DNA","30-NOV-2021",61,"88.5245901639344","11.4754098360656","89.9549849949983",NA,0,"Fernvirus","Fernvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Paenibacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Paenibacillales","fna"
"1810","Paenibacillus","MH431938","Paenibacillus phage C7Cdelta","Paenibacillus phage C7Cdelta Halcyonevirus C7Cdelta Halcyonevirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",55774,FALSE,"48.008","DNA","25-JUL-2018",83,"95.1807228915663","4.81927710843374","89.7299817119088",NA,0,"Halcyonevirus","Halcyonevirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Paenibacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Paenibacillales","fna"
"1811","Paenibacillus","KP296795","Paenibacillus phage Shelly","Paenibacillus phage Shelly Fernvirus shelly Fernvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41152,FALSE,"41.534","DNA","23-JUN-2015",64,"85.9375","14.0625","88.6834175738725",NA,0,"Fernvirus","Fernvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Paenibacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Paenibacillales","fna"
"1812","Parageobacillus","CP063417","Parageobacillus phage JGon-2020a","Parageobacillus phage JGon-2020a Viruses",55505,FALSE,"41.942","DNA","24-APR-2023",76,"6.57894736842105","93.4210526315789","89.6081434105036",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Parageobacillus thermoglucosidasius 23.6","Anoxybacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"1813","Parageobacillus","OP341623","Parageobacillus phage vB_PtoS_NIIg3.2","Parageobacillus phage vB_PtoS_NIIg3.2 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38970,FALSE,"42.199","DNA","26-OCT-2022",67,"94.0298507462687","5.97014925373134","92.9792147806005",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Parageobacillus toebii","Anoxybacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"1814","Pediococcus","JN051154","Pediococcus phage cIP1","Pediococcus phage cIP1 Coetzeevirus cIP1 Coetzeevirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38013,FALSE,"47.607","DNA","06-JAN-2020",58,"0","100","91.6896851077263",NA,0,"Coetzeevirus","Coetzeevirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Lactobacillaceae",FALSE,"Bacteria","Bacillota","Bacilli","Lactobacillales","fna"
"1815","Peptoclostridium","CP011970","Peptoclostridium phage phiCDIF1296T","Peptoclostridium phage phiCDIF1296T Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",131326,FALSE,"26.427","DNA","23-AUG-2017",177,"33.3333333333333","66.6666666666667","86.0652117630934",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Peptoclostridium difficile strain DSM1296","Peptostreptococcaceae",TRUE,"Bacteria","Bacillota","Clostridia","Peptostreptococcales","fna"
"1816","Psychrobacillus","MZ983385","Psychrobacillus phage PVJ1","Psychrobacillus phage PVJ1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",53187,FALSE,"37.015","DNA","22-SEP-2021",84,"7.14285714285714","92.8571428571429","89.3112978735405",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Psychrobacillus sp. GC2J1","Planococcaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales_A","fna"
"1817","Psychrobacillus","MT325768","Psychrobacillus phage Perkons","Psychrobacillus phage Perkons Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",136811,FALSE,"30.589","DNA","07-NOV-2024",214,"77.5700934579439","22.4299065420561","87.8416209222943",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Psychrobacillus psychrodurans","Planococcaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales_A","fna"
"1818","Psychrobacillus","MT410774","Psychrobacillus phage Spoks","Psychrobacillus phage Spoks Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36472,FALSE,"35.830","DNA","07-NOV-2024",50,"88","12","91.6566132923887",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Psychrobacillus psychrodurans","Planococcaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales_A","fna"
"1819","Roseburia","LR596903","Roseburia phage Shimadzu","Roseburia phage Shimadzu Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",44991,FALSE,"52.068","DNA","22-JUN-2019",64,"95.3125","4.6875","92.9719277188771",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Lachnospiraceae",TRUE,"Bacteria","Bacillota","Clostridia","Lachnospirales","fna"
"1820","Roseburia","LR596902","Roseburia phage Jekyll","Roseburia phage Jekyll Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",45629,FALSE,"40.906","DNA","11-APR-2022",71,"12.6760563380282","87.3239436619718","93.8021872055053",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Lachnospiraceae",TRUE,"Bacteria","Bacillota","Clostridia","Lachnospirales","fna"
"1821","Ruminococcus","MT980841","Ruminococcus phage phiRM10","Ruminococcus phage phiRM10 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36920,FALSE,"41.533","DNA","01-OCT-2021",61,"91.8032786885246","8.19672131147541","92.6408450704225",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Ruminococcaceae",TRUE,"Bacteria","Bacillota","Clostridia","Oscillospirales","fna"
"1822","Ruminococcus","MT980838","Ruminococcus phage phiRg519T2","Ruminococcus phage phiRg519T2 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36865,FALSE,"41.809","DNA","01-OCT-2021",59,"93.2203389830508","6.77966101694915","91.8133731181337",NA,2,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Ruminococcaceae",TRUE,"Bacteria","Bacillota","Clostridia","Oscillospirales","fna"
"1823","Ruminococcus","MT980837","Ruminococcus phage phiRg507T2_3","Ruminococcus phage phiRg507T2_3 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36510,FALSE,"42.049","DNA","01-OCT-2021",55,"92.7272727272727","7.27272727272727","91.2681457135031",NA,2,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Ruminococcaceae",TRUE,"Bacteria","Bacillota","Clostridia","Oscillospirales","fna"
"1824","Ruminococcus","MT980839","Ruminococcus phage phiRgPS_6","Ruminococcus phage phiRgPS_6 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37780,FALSE,"41.316","DNA","01-OCT-2021",61,"91.8032786885246","8.19672131147541","92.8877713075701",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Ruminococcaceae",TRUE,"Bacteria","Bacillota","Clostridia","Oscillospirales","fna"
"1825","Ruminococcus","MT980840","Ruminococcus phage phiRgIBDN1","Ruminococcus phage phiRgIBDN1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37233,FALSE,"41.485","DNA","01-OCT-2021",60,"93.3333333333333","6.66666666666667","93.6212499664276",NA,2,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Ruminococcaceae",TRUE,"Bacteria","Bacillota","Clostridia","Oscillospirales","fna"
"1826","Ruminococcus","MT980836","Ruminococcus phage phiRg507T2_2","Ruminococcus phage phiRg507T2_2 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37304,FALSE,"41.878","DNA","01-OCT-2021",56,"91.0714285714286","8.92857142857143","91.5773107441561",NA,2,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Ruminococcaceae",TRUE,"Bacteria","Bacillota","Clostridia","Oscillospirales","fna"
"1836","Sporosarcina","MT104122","Sporosarcina phage Lietuvens","Sporosarcina phage Lietuvens Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",64517,FALSE,"49.854","DNA","07-NOV-2024",93,"93.5483870967742","6.45161290322581","89.1346466822698",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Sporosarcina aquimarina","Planococcaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales_A","fna"
"1837","Staphylococcus","OP136134","Staphylococcus phage Sa2wa-st88","Staphylococcus phage Sa2wa-st88 Triavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",45346,FALSE,"33.176","DNA","26-OCT-2022",62,"88.7096774193548","11.2903225806452","94.0303444625766",NA,0,"Triavirus","Triavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus 17188 ST88-MRSA-IV","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1838","Staphylococcus","OM687507","Staphylococcus phage PHB22a","Staphylococcus phage PHB22a Triavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",44558,FALSE,"33.826","DNA","29-JAN-2023",69,"91.304347826087","8.69565217391304","93.5387584721038",NA,0,"Triavirus","Triavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1839","Staphylococcus","AB370268","Staphylococcus phage phiMR11","Staphylococcus phage phiMR11 Phietavirus MR11 Phietavirus Azeredovirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",43011,FALSE,"35.630","DNA","11-NOV-2022",68,"92.6470588235294","7.35294117647059","95.4035014298668",NA,0,"Phietavirus","Phietavirus","Azeredovirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1840","Staphylococcus","OR844993","Staphylococcus phage SA 1306 Kay","Staphylococcus phage SA 1306 Kay Viruses",163125,FALSE,"32.508","DNA","19-FEB-2024",135,"80","20","85.8777011494253",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Staphylococcus aureus","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1841","Staphylococcus","OR844994","Staphylococcus phage SA 1306 Kay","Staphylococcus phage SA 1306 Kay Viruses",153394,FALSE,"32.752","DNA","19-FEB-2024",160,"77.5","22.5","82.8845978330313",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Staphylococcus aureus","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1842","Staphylococcus","OR845005","Staphylococcus phage SA 1306 Kay","Staphylococcus phage SA 1306 Kay Viruses",54116,FALSE,"30.387","DNA","19-FEB-2024",54,"27.7777777777778","72.2222222222222","76.2565599822603",NA,8,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Staphylococcus aureus","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1843","Staphylococcus","OR844995","Staphylococcus phage SA 1306 Kay","Staphylococcus phage SA 1306 Kay Viruses",137642,FALSE,"32.203","DNA","19-FEB-2024",142,"90.8450704225352","9.15492957746479","88.2288836256375",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Staphylococcus aureus","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1844","Staphylococcus","OP136133","Staphylococcus phage phiSa2wa-st30.2","Staphylococcus phage phiSa2wa-st30.2 Peeveelvirus Bronfenbrennervirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",41346,FALSE,"33.897","DNA","26-OCT-2022",63,"88.8888888888889","11.1111111111111","93.6729066898854",NA,0,"Peeveelvirus","Peeveelvirus","Bronfenbrennervirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus 19152 ST30-MRSA-IV","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1845","Staphylococcus","OR354853","Staphylococcus phage S-CoN_Ph30","Staphylococcus phage S-CoN_Ph30 Andhravirus Rakietenvirinae Rountreeviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",18262,FALSE,"29.739","DNA","17-NOV-2023",22,"50","50","93.9820392070967",NA,0,"Andhravirus","Andhravirus","Rakietenvirinae","Rountreeviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus sp.","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1846","Staphylococcus","MK940809","Staphylococcus phage Sa2wa_st8","Staphylococcus phage Sa2wa_st8 Triavirus P240 Triavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",45914,FALSE,"33.121","DNA","28-AUG-2020",63,"88.8888888888889","11.1111111111111","93.6577078886614",NA,0,"Triavirus","Triavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus subsp. aureus 18751","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1847","Staphylococcus","AF513033","Staphylococcus phage P68","Staphylococcus phage P68 Rosenblumvirus Rakietenvirinae Rountreeviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",18227,FALSE,"29.325","DNA","31-MAR-2003",20,"45","55","93.4547649092006",NA,0,"Rosenblumvirus","Rosenblumvirus","Rakietenvirinae","Rountreeviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1848","Staphylococcus","MG029517","Staphylococcus phage phiSa2wa_st93","Staphylococcus phage phiSa2wa_st93 Triavirus P240 Triavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",45913,FALSE,"33.117","DNA","28-AUG-2020",64,"89.0625","10.9375","93.6924182693355",NA,0,"Triavirus","Triavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus subsp. aureus 16790 genotype ST93-MRSA-IVa (2B)","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1849","Staphylococcus","OR354821","Staphylococcus phage Alsa_2","Staphylococcus phage Alsa_2 Twortvirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",146384,FALSE,"29.652","DNA","17-NOV-2023",219,"67.5799086757991","32.4200913242009","88.966690348672",NA,0,"Twortvirinae","Unclassified","Twortvirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus sp.","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1850","Staphylococcus","MW248466","Staphylococcus phage MarsHill","Staphylococcus phage MarsHill Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",266637,TRUE,"25.178","DNA","13-JAN-2021",267,"79.0262172284644","20.9737827715356","91.0822579011915",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1851","Staphylococcus","OR844996","Staphylococcus phage SA 1306 Kay","Staphylococcus phage SA 1306 Kay Viruses",121673,FALSE,"32.569","DNA","19-FEB-2024",142,"33.0985915492958","66.9014084507042","84.287393258981",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Staphylococcus aureus","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
"1852","Staphylococcus","OR845001","Staphylococcus phage SA 1306 Kay","Staphylococcus phage SA 1306 Kay Viruses",68031,FALSE,"31.927","DNA","19-FEB-2024",64,"68.75","31.25","83.3884552630418",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Staphylococcus aureus","Staphylococcaceae",FALSE,"Bacteria","Bacillota","Bacilli","Staphylococcales","fna"
