SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
yqeZ,BSU25390,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
floA,BSU25380,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yqfB,BSU25370,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yqjL,BSU23830,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yrhH,BSU27180,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yrhJ,BSU27160,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ysdB,BSU28830,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yteJ,BSU29520,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ythP,BSU30010,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ythQ,BSU30000,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ytpA,BSU30510,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ytpB,BSU30500,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yuaF,BSU31020,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
floT,BSU31010,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yuaI,BSU31000,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yvlA,BSU35130,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yvlB,BSU35120,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yvlC,BSU35110,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yvlD,BSU35100,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ywaC,BSU38480,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ywbN,BSU38260,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ywbO,BSU38250,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ywnJ,BSU36540,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ywrE,BSU36090,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
tagT,BSU35840,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yxjI,BSU38940,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yxlC,BSU38690,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yxlD,BSU38680,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yxlE,BSU38670,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yxlF,BSU38660,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yxlG,BSU38650,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yxzE,BSU38790,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
hprT,BSU00680,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
metA,BSU21910,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yacC,BSU00710,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
oxdC,BSU33240,SW 4.3,Lifestyles,coping with stress,acid stress proteins (controlled by YvrI-YvrHa),NA,NA
yvrL,BSU33250,SW 4.3,Lifestyles,coping with stress,acid stress proteins (controlled by YvrI-YvrHa),NA,NA
yvrI,BSU33230,SW 4.3,Lifestyles,coping with stress,acid stress proteins (controlled by YvrI-YvrHa),NA,NA
yvrHa,BSU33222,SW 4.3,Lifestyles,coping with stress,acid stress proteins (controlled by YvrI-YvrHa),NA,NA
yvrJ,BSU33239,SW 4.3,Lifestyles,coping with stress,acid stress proteins (controlled by YvrI-YvrHa),NA,NA
ftsH,BSU00690,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
radA,BSU00870,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
ctsR,BSU00830,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
hrcA,BSU25490,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
yqeT,BSU25450,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
groEL,BSU06030,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
dnaK,BSU25470,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
groES,BSU06020,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
mcsB,BSU00850,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
mcsA,BSU00840,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
clpC,BSU00860,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
dnaJ,BSU25460,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
clpP,BSU34540,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
clpE,BSU13700,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
grpE,BSU25480,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
htpG,BSU39820,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
disA,BSU00880,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
yqeU,BSU25440,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
yqeV,BSU25430,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
sigI,BSU13450,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
rsgI,BSU13460,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
mreBH,BSU14470,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
bcrC,BSU36530,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
cssS,BSU33020,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
cssR,BSU33010,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
htrA,BSU12900,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
htrB,BSU33000,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
desK,BSU19190,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
desR,BSU19200,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
des,BSU19180,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
cspC,BSU05120,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
cspD,BSU21930,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
cspB,BSU09100,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
yplP,BSU21780,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
cshA,BSU04580,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
ydjO,BSU06270,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
ylaG,BSU14770,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
ytrF,BSU30410,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
ytrE,BSU30420,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
ytrD,BSU30430,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
ytrC,BSU30440,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
ytrB,BSU30450,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
ytrA,BSU30460,SW 4.3,Lifestyles,coping with stress,cold stress proteins,NA,NA
opuAA,BSU02980,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuAB,BSU02990,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuAC,BSU03000,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuD,BSU30070,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuBD,BSU33700,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuBC,BSU33710,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuBB,BSU33720,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuBA,BSU33730,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuCD,BSU33800,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuCC,BSU33810,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuCB,BSU33820,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuCA,BSU33830,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
opuE,BSU06660,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
proA,BSU13130,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
proH,BSU18480,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
proJ,BSU18470,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
gbsB,BSU31050,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
gbsA,BSU31060,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
ktrD,BSU13500,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
ktrC,BSU14510,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
ktrA,BSU31090,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
ktrB,BSU31100,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
papA,BSU24460,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
papB,BSU13860,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
yuaC,BSU31070,SW 4.3,Lifestyles,coping with stress,coping with hyper-osmotic stress,NA,NA
mscL,BSU36360,SW 4.3,Lifestyles,coping with stress,coping with hypo-osmotic stress,NA,NA
yhdY,BSU09640,SW 4.3,Lifestyles,coping with stress,coping with hypo-osmotic stress,NA,NA
yfkC,BSU07940,SW 4.3,Lifestyles,coping with stress,coping with hypo-osmotic stress,NA,NA
ykuT,BSU14210,SW 4.3,Lifestyles,coping with stress,coping with hypo-osmotic stress,NA,NA
trxA,BSU28500,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
mhqN,BSU05480,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
nfrA,BSU38110,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
hxlR,BSU03470,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
hxlB,BSU03450,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
hxlA,BSU03460,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
hypO,BSU07830,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
hypR,BSU40540,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
yfiT,BSU08390,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
sqhC,BSU19320,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
perR,BSU08730,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
msrB,BSU21680,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
bsaA,BSU21900,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
mrgA,BSU32990,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
yojM,BSU19400,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
katE,BSU39050,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
katX,BSU38630,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
katA,BSU08820,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
sodA,BSU25020,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
ohrB,BSU13160,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
sodF,BSU19330,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
msrA,BSU21690,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
tpx,BSU29490,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
yqjL,BSU23830,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
mhqR,BSU13670,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
mhqO,BSU05490,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
mhqA,BSU12870,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
mhqD,BSU19560,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
mhqE,BSU19570,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
yodB,BSU19540,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
yodC,BSU19550,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
azoR1,BSU19230,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
catD,BSU08230,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
catE,BSU08240,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
ykuV,BSU14230,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
ohrR,BSU13150,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
mhqP,BSU05500,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
ohrA,BSU13140,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
yvgN,BSU33400,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
ahpC,BSU40090,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
ahpF,BSU40100,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
azoR2,BSU33540,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
ywbC,BSU38370,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
adhR,BSU27000,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
adhA,BSU27010,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
yraA,BSU27020,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
bshC,BSU15120,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
bshB2,BSU19460,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
bshA,BSU22460,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
bshB1,BSU22470,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
yqjM,BSU23820,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
catR,BSU33680,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
ytpQ,BSU29830,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
liaI,BSU33130,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
liaH,BSU33120,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
liaG,BSU33110,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
liaF,BSU33100,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
liaS,BSU33090,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
liaR,BSU33080,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress,NA,NA
yjqC,BSU12490,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress/ based on similarity,NA,NA
ydbD,BSU04430,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress/ based on similarity,NA,NA
ydhU/1,BSU05890,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress/ based on similarity,NA,NA
ygaF,BSU08720,SW 4.3,Lifestyles,coping with stress,resistance against oxidative and electrophile stress/ based on similarity,NA,NA
hmp,BSU13040,SW 4.3,Lifestyles,coping with stress,resistance against other toxic compounds (nitric oxide,,
