"","gene_id.uniref90","gene_id.ko","gene_description","module","sheet","header","subheader","potential_amg","strain","dan.source","From","Reviewed","Protein names","Gene Names","Annotation","Keywords","PubMed ID","Gene Names (ORF)","KEGG","eggNOG","RefSeq","CAZy","BRENDA","OrthoDB","Pfam","InterPro","BioCyc","UniPathway","uniprot.source","FinalID"
"1179","P94559","K07095","ysnB;metallophosphoesterase",NA,"MISC","Proteins of unknown function",NA,TRUE,"bs","DAN","P94559","reviewed","Probable metallophosphoesterase YsnB (EC 3.1.4.-)","ysnB BSU28350",2,"Hydrolase;Manganese;Metal-binding;Reference proteome","8969504; 9384377","","bsu:BSU28350;","COG0622;","NP_390713.2;WP_003229585.1;","","","9800565at2;","PF12850;","IPR024654;IPR029052;IPR041802;IPR020935;IPR000979;","BSUB:BSU28350-MONOMER;","","ML","K07095"
"1180","P94562","K03829","ysnE;N-acetyltransferase YsnE",NA,"MISC","Poorly characterized/ putative enzymes",NA,TRUE,"bs","DAN","P94562","reviewed","Uncharacterized N-acetyltransferase YsnE (EC 2.3.1.-)","ysnE BSU28330",2,"3D-structure;Acyltransferase;Reference proteome;Transferase","8969504; 9384377","","bsu:BSU28330;","COG0454;","NP_390711.1;WP_004399128.1;","","","9803233at2;","PF00583;","IPR016181;IPR050832;IPR000182;","BSUB:BSU28330-MONOMER;","","ML","K03829"
"1181","P94563",NA,"ysnD;hypothetical protein","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94563","reviewed","Uncharacterized protein YsnD","ysnD BSU28320",1,"Reference proteome","8969504; 9384377","","bsu:BSU28320;","","WP_004398743.1;","","","","","","BSUB:BSU28320-MONOMER;","","ML","P94563"
"1182","P94573",NA,"ywoC;isochorismatase","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94573","reviewed","Uncharacterized isochorismatase family protein YwoC (EC 3.-.-.-)","ywoC BSU36490",1,"Hydrolase;Reference proteome","9353933; 9384377; 19383706","","bsu:BSU36490;","COG1335;","NP_391530.2;WP_003227761.1;","","","257098at2;","PF00857;","IPR016291;IPR000868;IPR050272;IPR036380;","BSUB:BSU36490-MONOMER;","","ML","P94573"
"1183","P94574",NA,"ywoD;MFS transporter","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94574","reviewed","Uncharacterized MFS-type transporter YwoD","ywoD BSU36480",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","9353933; 9384377","","bsu:BSU36480;","COG0477;","NP_391529.1;WP_003243939.1;","","","102502at2;","PF07690;","IPR011701;IPR020846;IPR036259;","BSUB:BSU36480-MONOMER;","","ML","P94574"
"1184","P94583","K06362","rapD;response regulator aspartate phosphatase D",NA,"MISC","Genetics","Genetic competence",TRUE,"bs","DAN","P94583","reviewed","Regulatory protein RapD","rapD ywpA BSU36380",2,"Cytoplasm;Reference proteome;Repeat;TPR repeat","9353933; 9384377","","bsu:BSU36380;","COG0457;","NP_391519.1;WP_003227782.1;","","","2957368at2;","PF18801;PF13424;","IPR011990;IPR019734;","BSUB:BSU36380-MONOMER;","","ML","K06362"
"1185","P94594",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P94594","reviewed","Type-1Ab cytolytic delta-endotoxin (27 kDa cytolytic toxin)","cyt1Ab1",2,"Sporulation;Toxin;Virulence","9023925","","","","","","","","PF01338;","IPR035918;IPR001615;","","","ML","P94594"
"1186","P96315",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P96315","reviewed","Pesticidal crystal protein Cry1Af (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(f))","cry1Af cryIA(f) icp",3,"Plasmid;Sporulation;Toxin;Virulence","","","","","","","","","PF17997;PF03944;PF18449;PF00555;PF03945;","IPR041587;IPR008979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;","","","ML","P96315"
"1187","P96604",NA,"ydbI;hypothetical protein",NA,"MISC","Membrane proteins",NA,TRUE,"bs","DAN","P96604","reviewed","Putative transport protein YdbI","ydbI BSU04480",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","9384377","","bsu:BSU04480;","COG0628;","NP_388329.1;WP_003246523.1;","","","9772136at2;","PF01594;","IPR002549;","BSUB:BSU04480-MONOMER;","","ML","P96604"
"1188","P96613","K01929","murF;UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase","Biosynthesis of peptidoglycan","MISC","Cell envelope and cell division","Cell wall synthesis",TRUE,"bs","DAN","P96613","reviewed","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme) (UDP-MurNAc-pentapeptide synthetase)","murF ydbQ BSU04570",3,"ATP-binding;Cell cycle;Cell division;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Ligase;Nucleotide-binding;Peptidoglycan synthesis;Reference proteome","9384377","","bsu:BSU04570;","COG0770;","NP_388338.1;WP_003246696.1;","","","9801978at2;","PF01225;PF02875;PF08245;","IPR036565;IPR004101;IPR036615;IPR013221;IPR000713;IPR051046;IPR035911;IPR005863;","BSUB:BSU04570-MONOMER;","UPA00219;","ML","K01929"
"1189","P96617",NA,"ydcA;rhomboid protease YdcA","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96617","reviewed","Putative rhomboid protease YdcA (EC 3.4.21.-)","ydcA BSU04610",2,"Cell membrane;Hydrolase;Membrane;Protease;Reference proteome;Transmembrane;Transmembrane helix","9341680; 9384377","","bsu:BSU04610;","COG0705;","NP_388342.1;WP_003246687.1;","","","9813074at2;","PF01694;","IPR022764;IPR035952;IPR050925;","BSUB:BSU04610-MONOMER;","","ML","P96617"
"1190","P96619",NA,"ydcC;sporulation protein YdcC","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96619","reviewed","Sporulation protein YdcC","ydcC BSU04630",2,"Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","9384377; 14523133","","bsu:BSU04630;","COG2834;","NP_388344.2;WP_003234282.1;","","","9785380at2;","","IPR029046;IPR052944;","BSUB:BSU04630-MONOMER;","","ML","P96619"
"1191","P96633",NA,"ydcP;hypothetical protein",NA,"MISC","Mobile genetic elements","ICEBs1",TRUE,"bs","DAN","P96633","reviewed","Putative uncharacterized protein YdcP","ydcP BSU04850",1,"Reference proteome","9341680; 9384377","","bsu:BSU04850;","","","","","2308521at2;","PF06125;","IPR010365;IPR038620;","BSUB:BSU04850-MONOMER;","","ML","P96633"
"1192","P96649","K06367","rapI;response regulator aspartate phosphatase I","Protein phosphatases","MISC","Protein synthesis, modification and degradation","Protein modification",TRUE,"bs","DAN","P96649","reviewed","Response regulator aspartate phosphatase I (EC 3.1.3.-)","rapI yddL BSU05010",3,"3D-structure;Cytoplasm;Hydrolase;Protein phosphatase;Reference proteome;Repeat;TPR repeat","9384377; 16105942; 21036995; 23526881","","bsu:BSU05010;","COG0457;","NP_388382.1;WP_009966637.1;","","","2921462at2;","PF18801;PF13424;","IPR011990;IPR019734;","BSUB:BSU05010-MONOMER;","","ML","K06367"
"1193","P96652","K03719","lrpA;AsnC family transcriptional regulator",NA,"MISC","Sporulation","phosphorelay",TRUE,"bs","DAN","P96652","reviewed","HTH-type transcriptional regulator LrpA","lrpA yddO BSU05050",2,"DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation","11902725; 9384377","","bsu:BSU05050;","COG1522;","NP_388386.1;WP_003246601.1;","","","34294at2;","PF01037;PF13412;","IPR000485;IPR011008;IPR019888;IPR019887;IPR036388;IPR036390;","BSUB:BSU05050-MONOMER;","","ML","K03719"
"1194","P96653",NA,"lrpB;AsnC family transcriptional regulator",NA,"MISC","Sporulation","phosphorelay",TRUE,"bs","DAN","P96653","reviewed","HTH-type transcriptional regulator LrpB","lrpB yddP BSU05060",2,"DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation","11902725; 9384377","","bsu:BSU05060;","COG1522;","NP_388387.1;WP_003246612.1;","","","34294at2;","PF01037;PF13404;","IPR000485;IPR011008;IPR019888;IPR019887;IPR036388;IPR036390;","BSUB:BSU05060-MONOMER;","","ML","P96653"
"1195","P96696",NA,"ydfR;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96696","reviewed","UPF0702 transmembrane protein YdfR","ydfR BSU05530",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU05530;","COG2323;","NP_388434.1;WP_010886423.1;","","","1796697at2;","PF04239;","IPR007353;IPR023090;","BSUB:BSU05530-MONOMER;","","ML","P96696"
"1196","P96697",NA,"ydfS;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96697","reviewed","UPF0702 transmembrane protein YdfS","ydfS BSU05540",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU05540;","COG2323;","NP_388435.1;WP_003234156.1;","","","9778331at2;","PF04239;PF20730;","IPR007353;IPR023090;IPR048454;","BSUB:BSU05540-MONOMER;","","ML","P96697"
"1197","P96698",NA,"cotP;spore coat protein P","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96698","reviewed","Spore coat protein P","cotP ydfT BSU05550",2,"Reference proteome;Sporulation","9384377; 11150673","","bsu:BSU05550;","COG0071;","NP_388436.1;WP_003234154.1;","","","9811615at2;","PF00011;","IPR002068;IPR008978;","BSUB:BSU05550-MONOMER;","","ML","P96698"
"1198","P96699",NA,"ydgA;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96699","reviewed","Uncharacterized protein YdgA","ydgA BSU05560",1,"Reference proteome","9384377","","bsu:BSU05560;","ENOG5033I29;","NP_388437.1;WP_003234151.1;","","","2899658at2;","PF10676;","IPR019618;","BSUB:BSU05560-MONOMER;","","ML","P96699"
"1199","P96700",NA,"ydgB;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96700","reviewed","Uncharacterized protein YdgB","ydgB BSU05570",1,"Reference proteome","9384377","","bsu:BSU05570;","ENOG5033IXY;","NP_388438.1;WP_003243854.1;","","","2934210at2;","PF10676;","IPR019618;","BSUB:BSU05570-MONOMER;","","ML","P96700"
"1200","P96711","K02103","araR;transcriptional repressor","Utilization of arabinan/ arabinose/ arabitol","MISC","Carbon metabolism","Utilization of specific carbon sources",TRUE,"bs","DAN","P96711","reviewed","Arabinose metabolism transcriptional repressor","araR araC yvbS BSU33970",3,"3D-structure;Cytoplasm;Direct protein sequencing;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation","9045819; 9384377; 10417639; 11418559","","bsu:BSU33970;","COG1609;","NP_391277.1;NP_391277.2;WP_003243070.1;","","","9813468at2;","PF00392;PF13377;","IPR033532;IPR046335;IPR028082;IPR000524;IPR036388;IPR036390;","BSUB:BSU33970-MONOMER;","","ML","K02103"
"1201","P96718","K00012","ugd;UDP-glucose 6-dehydrogenase YwqF",NA,"MISC","Phosphoproteins","Phosphorylation on a Tyr residue",TRUE,"bs","DAN","P96718","reviewed","UDP-glucose 6-dehydrogenase YwqF (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)","ywqF BSU36230",4,"Cell wall biogenesis/degradation;Cytoplasm;NAD;Oxidoreductase;Phosphoprotein;Reference proteome","9353933; 9384377; 12970183; 15741737","","bsu:BSU36230;","COG1004;","WP_003243223.1;","","","9803238at2;","PF00984;PF03720;PF03721;","IPR008927;IPR036291;IPR017476;IPR014027;IPR036220;IPR014026;IPR001732;IPR028357;","BSUB:BSU36230-MONOMER;","UPA00038;","ML","K00012"
"1202","P96720",NA,"ywqH;hypothetical protein","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96720","reviewed","Protein YwqH","ywqH BSU36210",2,"Coiled coil;Reference proteome","9353933; 9384377; 34280190","","bsu:BSU36210;","","NP_391502.1;WP_003242741.1;","","","2857147at2;","PF16888;","IPR031681;","BSUB:BSU36210-MONOMER;","","ML","P96720"
"1203","P96721",NA,"ywqI;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96721","reviewed","Protein YwqI","ywqI BSU36200",2,"Coiled coil;Reference proteome","9353933; 9384377; 34280190","","bsu:BSU36200;","ENOG5033GFQ;","NP_391501.1;WP_003221757.1;","","","2705701at2;","PF17279;","IPR046318;","BSUB:BSU36200-MONOMER;","","ML","P96721"
"1204","P96722",NA,"ywqJ;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96722","reviewed","Toxin YwqJ","ywqJ BSU36190",3,"Coiled coil;Reference proteome;Secreted","9353933; 9384377; 22200572; 34280190","","bsu:BSU36190;","COG5444;","WP_003243987.1;","","","6636741at2;","PF04740;PF14449;PF14431;","IPR051768;IPR006829;IPR027797;IPR025968;","BSUB:BSU36190-MONOMER;","","ML","P96722"
"1205","P96723",NA,"ywqK;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96723","reviewed","Immunity protein YwqK","ywqK BSU36180",2,"Cytoplasm;Reference proteome;Toxin","9353933; 9384377; 22200572; 34280190","","bsu:BSU36180;","COG2849;","WP_003243602.1;","","","517576at2;","PF07661;","IPR011652;","BSUB:BSU36180-MONOMER;","","ML","P96723"
"1206","P96724","K05982","ywqL;endonuclease V","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P96724","reviewed","Endonuclease V (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)","nfi ywqL BSU36170",3,"3D-structure;Cytoplasm;DNA damage;DNA repair;Endonuclease;Hydrolase;Magnesium;Metal-binding;Nuclease;Reference proteome","9353933; 9384377; 19383706; 34280190","","bsu:BSU36170;","COG1515;","NP_391498.2;WP_003243213.1;","","","9790916at2;","PF04493;","IPR007581;","BSUB:BSU36170-MONOMER;","","ML","K05982"
"1207","P97030","K18979","queG;epoxyqueuosine reductase","tRNA modification and maturation","MISC","Protein synthesis, modification and degradation","Translation",TRUE,"bs","DAN","P97030","reviewed","Epoxyqueuosine reductase (EC 1.17.99.6) (Queuosine biosynthesis protein QueG)","queG ygaP yhbA BSU08910",5,"3D-structure;4Fe-4S;Cytoplasm;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Queuosine biosynthesis;Reference proteome;tRNA processing","9384377; 21502530; 26230193; 27638883","","bsu:BSU08910;","COG1600;","NP_388772.2;WP_003245522.1;","","1.17.99.6;","9784571at2;","PF13484;PF13646;PF08331;","IPR017896;IPR017900;IPR011989;IPR016024;IPR004155;IPR004453;IPR013542;","BSUB:BSU08910-MONOMER;","UPA00392;","ML","K18979"
"1208","P97247",NA,"ysmB;MarR family transcriptional regulator","Transcription factor/ other/ based on similarity","MISC","Regulation of gene expression","Transcription factors and their control",TRUE,"bs","DAN","P97247","reviewed","Uncharacterized HTH-type transcriptional regulator YsmB","ysmB BSU28400",2,"DNA-binding;Reference proteome;Transcription;Transcription regulation","8969504; 9384377","","bsu:BSU28400;","COG1846;","NP_390718.1;WP_003229573.1;","","","9790052at2;","PF01047;","IPR000835;IPR036388;IPR036390;","BSUB:BSU28400-MONOMER;","","ML","P97247"
"1209","Q00213",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q00213","reviewed","Small, acid-soluble spore protein 1 (SASP)","Sh-1 HBHAL_2184",2,"DNA-binding;Reference proteome;Sporulation","2083842; 22583374","","hhd:HBHAL_2184;","ENOG5032YCI;","WP_014642441.1;","","","","PF00269;","IPR001448;IPR018126;IPR050847;IPR038300;","","","ML","Q00213"
"1210","Q00758","K06409","spoVB;stage V sporulation protein B","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q00758","reviewed","Stage V sporulation protein B (Stage III sporulation protein F)","spoVB spoIIIF BSU27670",2,"Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","1744050; 9384377","","bsu:BSU27670;","COG2244;","NP_390645.1;WP_004398529.1;","","","9775950at2;","PF01943;PF14667;","IPR024923;IPR050833;IPR029303;IPR002797;IPR014249;","BSUB:BSU27670-MONOMER;","","ML","K06409"
"1211","Q00828","K06359","rapA;response regulator aspartate phosphatase A","Phosphatases controlling the phosphorelay","MISC","Sporulation","phosphorelay",TRUE,"bs","DAN","Q00828","reviewed","Response regulator aspartate phosphatase A (EC 3.1.3.-) (Glucose starvation-inducible protein A) (Protein-aspartate phosphatase RapA) (Stage 0 sporulation protein L)","rapA gsiAA spo0L BSU12430",5,"Cytoplasm;Hydrolase;Manganese;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat","1378051; 9384377; 9579062; 1624431; 8001132; 8643670; 9238025; 11923303; 22267516","","bsu:BSU12430;","COG0457;","NP_389125.1;WP_010886491.1;","","","2957368at2;","PF18801;PF13424;","IPR051476;IPR011990;IPR019734;","BSUB:BSU12430-MONOMER;","","ML","K06359"
"1212","Q00829","K06352","phrA;phosphatase RapA inhibitor","Other protein controlling the activity of the phosphorelay","MISC","Sporulation","phosphorelay",TRUE,"bs","DAN","Q00829","reviewed","Phosphatase RapA inhibitor (Phosphatase regulator A)","phrA gsiAB BSU12440",5,"Cytoplasm;Reference proteome;Secreted;Sporulation","1378051; 9384377; 8643670; 9200610; 9238025; 11587784; 12897006; 17666034; 11923303; 22267516","","bsu:BSU12440;","","NP_389126.1;WP_003245487.1;","","","2900120at2;","","IPR053668;","BSUB:BSU12440-MONOMER;","","ML","K06352"
"1213","Q01367","K06390","spoIIIAA;stage III sporulation protein AA","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q01367","reviewed","Stage III sporulation protein AA","spoIIIAA BSU24430",1,"ATP-binding;Nucleotide-binding;Reference proteome;Sporulation","1766372; 8969508; 9384377","","bsu:BSU24430;","COG3854;","NP_390323.1;WP_003230226.1;","","","9768243at2;","PF19568;","IPR003593;IPR027417;IPR014217;IPR045735;","BSUB:BSU24430-MONOMER;","","ML","K06390"
"1214","Q01368","K06391","spoIIIAB;stage III sporulation protein AB","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","Q01368","reviewed","Stage III sporulation protein AB","spoIIIAB BSU24420",1,"3D-structure;Reference proteome;Sporulation","8969508; 9384377; 1766372","","bsu:BSU24420;","ENOG5032S0Q;","NP_390322.1;WP_003230227.1;","","","1957909at2;","PF09548;","IPR014198;","BSUB:BSU24420-MONOMER;","","ML","K06391"
"1215","Q01463","K03610","minC;septum site-determining protein MinC","The Min system","MISC","Cell envelope and cell division","Cell division",TRUE,"bs","DAN","Q01463","reviewed","Septum site-determining protein MinC","minC BSU28000",3,"3D-structure;Cell cycle;Cell division;Reference proteome;Septation","1400225; 8459776; 1400224; 9384377; 9765563","","bsu:BSU28000;","COG0850;","NP_390678.1;WP_004398901.1;","","","9790810at2;","PF03775;PF22642;","IPR016098;IPR013033;IPR036145;IPR055219;IPR005526;","BSUB:BSU28000-MONOMER;","","ML","K03610"
"1216","Q01464","K03609","minD;septum site-determining protein MinD","The Min system","MISC","Cell envelope and cell division","Cell division",TRUE,"bs","DAN","Q01464","reviewed","Septum site-determining protein MinD (Cell division inhibitor MinD)","minD divIVB BSU27990",3,"ATP-binding;Cell cycle;Cell division;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Septation","1400225; 8459776; 1400224; 9384377; 18976281; 19019154","","bsu:BSU27990;","COG2894;","NP_390677.1;WP_004398624.1;","","","9773088at2;","PF01656;","IPR002586;IPR010223;IPR025501;IPR027417;IPR050625;","BSUB:BSU27990-MONOMER;","","ML","K03609"
"1217","Q01465","K03569","mreB;rod shape-determining protein MreB",NA,"MISC","Cell envelope and cell division","Cell shape",TRUE,"bs","DAN","Q01465","reviewed","Cell shape-determining protein MreB (Actin-like MreB protein) (Rod shape-determining protein MreB)","mreB BSU28030",4,"ATP-binding;Cell shape;Cytoplasm;Nucleotide-binding;Reference proteome","1400225; 1400224; 9384377; 19383706; 8387996; 11290328; 14588250; 15745453; 16950129; 17064365; 19117023; 19659933; 21636745; 21636744; 23249255; 24603761; 32662773","","bsu:BSU28030;","COG1077;","NP_390681.2;WP_003229650.1;","","","9768127at2;","PF06723;","IPR043129;IPR004753;IPR056546;","BSUB:BSU28030-MONOMER;","","ML","K03569"
