target	query	e-value	score	length	start	end	hmmDB
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_27	phrog_2234	3.6e-143	474.7	590	4	587	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_28	phrog_6504	4.7e-25	84.3	56	1	54	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_29	phrog_7257	6.3e-80	264.7	255	5	251	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_3	phrog_4534	1.5e-49	164.4	126	1	125	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_30	phrog_316	1.7e-55	184.6	163	1	161	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_31	phrog_139	1.6e-39	132.0	198	2	195	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_32	phrog_160	8.9e-118	389.2	312	1	310	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_33	phrog_388	1.5e-42	142.3	248	3	244	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_35	phrog_2259	3e-64	212.7	192	1	188	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_36	phrog_17318	8.3e-89	293.1	204	1	199	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_37	phrog_170	6.6e-60	199.1	236	9	229	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_38	phrog_20390	9.8e-46	150.4	67	1	66	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_39	phrog_5182	6.4e-115	339.3	361	1	298	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_4	phrog_17101	3.5e-32	106.8	67	1	66	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_40	phrog_1991	1.7e-41	136.9	106	1	103	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_41	phrog_1116	4.9e-79	261.7	254	1	250	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_42	phrog_1917	1.1e-94	313.5	295	17	292	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_43	phrog_675	2.2e-253	838.1	598	20	591	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_44	phrog_1063	6.1e-46	152.5	140	1	139	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_45	phrog_1321	2.6e-40	133.2	100	10	98	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_46	phrog_2298	1.8e-57	190.4	173	1	168	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_47	phrog_3045	6e-31	103.0	88	3	87	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_48	phrog_2408	3.2e-36	120.1	100	1	99	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_49	phrog_1481	1.2e-44	147.5	120	1	114	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_5	phrog_13748	2.5e-30	101.0	53	1	52	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_50	phrog_937	7.8e-38	125.6	110	2	106	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_51	phrog_1215	1.7e-32	107.6	78	1	76	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_52	phrog_26265	2.5e-54	177.8	87	1	86	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_54	phrog_3	1.2e-18	63.5	101	13	89	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_55	phrog_18938	4.6e-62	204.0	118	1	117	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_56	phrog_32344	1.8e-38	127.2	53	1	52	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_57	phrog_1108	1.2e-38	128.2	110	1	105	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_58	phrog_15361	3.2e-108	357.7	550	9	320	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_59	phrog_1028	2.3e-145	480.8	275	8	272	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_6	phrog_8129	1.8e-40	133.2	81	1	79	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_60	phrog_1133	1.3e-55	182.0	299	1	294	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_61	phrog_752	7.9e-218	720.3	471	3	463	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_62	phrog_1205	2.3e-26	88.7	82	1	80	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_63	phrog_772	4.7e-133	439.6	293	8	292	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_64	phrog_1004	4e-108	357.2	270	3	263	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_65	phrog_1127	3e-94	311.1	212	1	209	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_66	phrog_1000	3e-114	377.6	282	1	279	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_67	phrog_1151	4.9e-29	95.8	85	20	84	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_68	phrog_279	5.3e-142	470.1	570	1	568	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_69	phrog_985	2e-74	244.6	144	1	141	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_7	phrog_2543	3.9e-28	95.2	127	14	124	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_70	phrog_2307	4.6e-88	290.8	197	1	196	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_71	phrog_4665	7.8e-54	64.1	193	1	50	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_71	phrog_4665	7.8e-54	122.4	193	50	189	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_72	phrog_1038	4.6e-58	191.6	134	3	132	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_73	phrog_4988	4.4e-86	285.6	231	10	228	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_74	phrog_1047	0.0	1480.8	1275	1	1274	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_75	phrog_1015	5.3e-289	521.6	671	1	363	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_75	phrog_1015	5.3e-289	443.5	671	353	669	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_76	phrog_2204	4e-269	886.4	690	1	684	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_77	phrog_6613	0.0	579.5	1242	1	614	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_77	phrog_6613	0.0	1109.6	1242	614	1236	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_78	phrog_372	2.4e-153	341.5	971	253	751	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_78	phrog_372	2.4e-153	172.9	971	1	234	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_8	phrog_14540	1.1e-88	290.8	136	1	135	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_80	phrog_1348	7.2e-47	156.3	162	7	158	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_81	phrog_1128	3.9e-44	146.7	160	3	158	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_82	phrog_1011	3.4e-98	324.8	248	1	245	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_83	phrog_1073	4.1e-67	221.5	173	1	170	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_84	phrog_975	7.1e-100	329.5	243	1	238	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_85	phrog_6	3.4e-73	243.4	349	4	347	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_86	phrog_7378	2.6e-241	798.9	501	1	498	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_87	phrog_19577	1.2e-216	715.5	426	1	425	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_88	phrog_1394	4.2e-71	235.1	177	1	176	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_89	phrog_877	0.0	1606.9	1167	1	1165	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_9	phrog_3550	7.5e-27	90.3	83	1	82	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_90	phrog_1074	1.2e-21	73.0	57	1	54	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_91	phrog_18412	5.2e-90	296.7	185	1	182	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_92	phrog_16	2.2e-114	379.5	590	4	588	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_92	phrog_14619	2.2e-135	447.6	590	1	313	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_94	phrog_1098	4.3e-203	672.3	563	1	556	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_95	phrog_19	1.6e-92	307.1	488	4	461	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_96	phrog_100	6.9e-80	265.6	355	1	351	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_97	phrog_77	2.2e-155	515.3	633	1	628	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_98	phrog_1070	5.7e-63	208.6	196	1	191	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_99	phrog_47	1.9e-62	208.2	356	1	353	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_1	phrog_17724	5.1e-39	128.6	59	1	58	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_10	phrog_10439	4.1e-46	152.2	102	1	100	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_11	phrog_2006	2.9e-124	410.3	450	14	349	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_12	phrog_14753	4.4e-145	472.1	258	1	257	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_13	phrog_2248	2.2e-197	653.5	599	1	598	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_14	phrog_2038	1.2e-122	405.3	309	1	301	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_15	phrog_3225	2.2e-85	282.7	305	12	304	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_16	phrog_4775	0.0	1191.9	862	1	861	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_17	phrog_11037	1.4e-208	688.7	364	1	363	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_18	phrog_199	6.9e-24	80.7	133	3	129	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_19	phrog_7	2.2e-54	179.9	263	3	147	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_2	phrog_13823	1.6e-35	117.5	57	1	56	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_20	phrog_2150	9.7e-136	449.0	333	3	331	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_21	phrog_17723	5.6e-26	86.9	54	1	44	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_22	phrog_6682	3e-52	172.7	131	1	129	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_23	phrog_16824	9.3e-42	138.0	98	8	93	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_25	phrog_25689	2.5e-73	240.9	130	1	129	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_3	phrog_37664	4.4e-49	161.0	68	1	67	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_4	phrog_36757	3.7e-30	99.9	37	1	36	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_5	phrog_1907	1.1e-212	705.1	573	3	572	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_6	phrog_6358	1.3e-89	296.6	220	1	219	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_7	phrog_10365	5.1e-73	239.8	126	1	125	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_8	phrog_14995	1.7e-74	244.5	123	1	122	PHROG
NC_049976.1_Bacillus_phage_Nf_complete_genome_9	phrog_6370	4e-39	129.5	101	1	100	PHROG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_107	K02316	8.3e-28	93.9	345	18	319	KOFam_all_FOAM
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_108	K01520	9.9e-19	64.5	172	22	165	KOFam_all_FOAM
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_126	K00560	8.2e-37	123.8	384	11	232	KOFam_all_FOAM
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_131	K02335	1.5e-48	162.1	610	224	597	KOFam_all_FOAM
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_133	K02335	1.9e-74	247.9	306	9	256	KOFam_all_FOAM
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_142	K02335	1.9e-44	148.9	316	3	237	KOFam_all_FOAM
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_58	K00525	6.5e-150	495.7	757	114	743	KOFam_all_FOAM
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_59	K00526	3.8e-85	282.9	347	8	342	KOFam_all_FOAM
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_163	K02335	5e-45	150.7	322	3	311	KOFam_all_FOAM
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_168	K02335	5.2e-145	481.0	895	159	862	KOFam_all_FOAM
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_171	K00560	4.8e-40	134.4	383	11	234	KOFam_all_FOAM
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_182	K00526	4.7e-80	265.9	368	34	363	KOFam_all_FOAM
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_183	K00525	2e-132	437.0	701	64	687	KOFam_all_FOAM
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_187	K01520	2.8e-24	82.8	204	63	200	KOFam_all_FOAM
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_188	K02316	4.1e-34	114.9	335	23	320	KOFam_all_FOAM
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_207	K13714	2.8e-26	88.3	967	785	915	KOFam_all_FOAM
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_227	K10563	5.5e-61	203.4	275	1	273	KOFam_all_FOAM
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_29	K01493	6.3e-41	137.6	142	2	122	KOFam_all_FOAM
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_49	K01212	4.9e-172	570.5	514	33	508	KOFam_all_FOAM
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_131	K02337	1.3e-199	662.5	1306	3	1011	KOFam_all_FOAM
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_139	K00558	1.6e-67	224.8	444	3	434	KOFam_all_FOAM
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_156	K00525	2.8e-35	118.2	241	61	240	KOFam_all_FOAM
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_157	K00525	2.8e-88	291.1	849	3	833	KOFam_all_FOAM
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_159	K00526	3.1e-48	161.3	196	9	195	KOFam_all_FOAM
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_161	K00526	1.3e-22	76.8	124	9	117	KOFam_all_FOAM
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_163	K01520	4.4e-25	85.5	143	3	141	KOFam_all_FOAM
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_18	K03515	1.3e-29	97.8	417	9	363	KOFam_all_FOAM
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_22	K02068	6.2e-43	143.5	706	484	675	KOFam_all_FOAM
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_30	K01448	3.3e-63	210.6	272	3	233	KOFam_all_FOAM
NC_011048.1_Bacillus_phage_phi29_complete_genome_19	K01185	5.5e-64	213.4	259	1	201	KOFam_all_FOAM
NC_011421.1_Bacillus_phage_SPO1_complete_genome_109	K02316	8.3e-28	93.9	345	18	319	KOFam_all_FOAM
NC_011421.1_Bacillus_phage_SPO1_complete_genome_110	K01520	9.9e-19	64.5	172	22	165	KOFam_all_FOAM
NC_011421.1_Bacillus_phage_SPO1_complete_genome_128	K00560	7.8e-37	123.3	384	11	232	KOFam_all_FOAM
NC_011421.1_Bacillus_phage_SPO1_complete_genome_133	K02335	1.1e-48	162.4	610	223	597	KOFam_all_FOAM
NC_011421.1_Bacillus_phage_SPO1_complete_genome_135	K02335	1.2e-74	248.6	306	8	256	KOFam_all_FOAM
NC_011421.1_Bacillus_phage_SPO1_complete_genome_143	K02335	1.1e-47	159.7	315	3	237	KOFam_all_FOAM
NC_011421.1_Bacillus_phage_SPO1_complete_genome_59	K00525	2.2e-150	497.3	757	114	743	KOFam_all_FOAM
NC_011421.1_Bacillus_phage_SPO1_complete_genome_60	K00526	3.8e-85	282.9	347	8	342	KOFam_all_FOAM
NC_019487.1_Bacillus_phage_SP10_complete_genome_134	K10563	2e-60	201.6	275	1	273	KOFam_all_FOAM
NC_019487.1_Bacillus_phage_SP10_complete_genome_154	K13714	1.2e-27	92.9	968	786	916	KOFam_all_FOAM
NC_019487.1_Bacillus_phage_SP10_complete_genome_173	K02316	1.1e-33	113.4	335	23	320	KOFam_all_FOAM
NC_019487.1_Bacillus_phage_SP10_complete_genome_174	K01520	3.7e-24	82.4	204	63	200	KOFam_all_FOAM
NC_019487.1_Bacillus_phage_SP10_complete_genome_178	K00525	2.3e-132	436.8	701	64	687	KOFam_all_FOAM
NC_019487.1_Bacillus_phage_SP10_complete_genome_179	K00526	8.2e-82	271.7	368	33	364	KOFam_all_FOAM
NC_019487.1_Bacillus_phage_SP10_complete_genome_190	K00560	2.1e-39	132.3	383	11	234	KOFam_all_FOAM
NC_019487.1_Bacillus_phage_SP10_complete_genome_193	K02335	1.5e-143	476.2	895	161	862	KOFam_all_FOAM
NC_019487.1_Bacillus_phage_SP10_complete_genome_198	K02335	5.9e-45	150.4	322	3	311	KOFam_all_FOAM
NC_019487.1_Bacillus_phage_SP10_complete_genome_73	K01212	1.5e-171	569.0	482	3	477	KOFam_all_FOAM
NC_019487.1_Bacillus_phage_SP10_complete_genome_93	K01493	4.3e-41	138.2	142	2	122	KOFam_all_FOAM
NC_043027.1_Bacillus_virus_PBS1_complete_genome_113	K01493	2.2e-31	105.9	177	4	170	KOFam_all_FOAM
NC_043027.1_Bacillus_virus_PBS1_complete_genome_114	K00526	6.4e-77	255.7	350	10	322	KOFam_all_FOAM
NC_043027.1_Bacillus_virus_PBS1_complete_genome_115	K00525	2.1e-125	413.9	699	77	689	KOFam_all_FOAM
NC_043027.1_Bacillus_virus_PBS1_complete_genome_19	K02319	6.5e-29	96.9	555	9	514	KOFam_all_FOAM
NC_043027.1_Bacillus_virus_PBS1_complete_genome_204	K01449	1.1e-55	185.7	215	1	212	KOFam_all_FOAM
NC_043027.1_Bacillus_virus_PBS1_complete_genome_279	K03043	3.3e-44	97.1	666	262	614	KOFam_all_FOAM
NC_043027.1_Bacillus_virus_PBS1_complete_genome_41	K02319	9.2e-20	65.2	642	90	464	KOFam_all_FOAM
NC_043027.1_Bacillus_virus_PBS1_complete_genome_43	K03046	4.8e-26	80.9	632	188	374	KOFam_all_FOAM
NC_043027.1_Bacillus_virus_PBS1_complete_genome_79	K03043	3e-26	85.4	349	3	323	KOFam_all_FOAM
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_100	K01520	6e-19	64.9	246	7	225	KOFam_all_FOAM
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_107	K00525	4.1e-138	455.9	700	81	685	KOFam_all_FOAM
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_110	K00526	6.5e-81	269.0	328	13	324	KOFam_all_FOAM
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_119	K02335	1.1e-101	337.7	1102	204	1049	KOFam_all_FOAM
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_30	K13998	2.5e-31	105.2	163	5	160	KOFam_all_FOAM
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_32	K00560	2.4e-126	419.2	312	7	303	KOFam_all_FOAM
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_99	K02316	2.9e-32	108.8	356	13	339	KOFam_all_FOAM
NC_049976.1_Bacillus_phage_Nf_complete_genome_19	K01185	2.6e-66	221.1	263	1	177	KOFam_all_FOAM
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_101	K03547	1.8e-37	126.2	365	1	318	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_106	K03546	1.8e-61	153.7	638	1	451	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_107	K02316	8.3e-28	93.9	345	18	319	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_108	K01520	9.9e-19	64.5	172	22	165	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_122	K18640	1.2e-57	192.4	340	1	335	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_126	K00560	8.2e-37	123.8	384	11	232	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_130	K03530	5e-27	91.9	100	1	90	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_131	K21314	1.3e-60	137.9	610	99	465	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_131	K21314	1.3e-60	61.8	610	482	595	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_133	K02335	1.9e-74	247.9	306	9	256	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_142	K23786	6.9e-54	179.3	316	3	288	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_144	K18951	7.8e-51	110.5	424	12	218	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_155	K06419	5.3e-30	100.0	81	1	70	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_159	K03657	4e-161	534.7	979	29	944	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_50	K03091	9e-29	97.4	232	22	224	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_55	K07175	1.2e-34	116.4	296	12	269	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_58	K00525	6.5e-150	495.7	757	114	743	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_59	K00526	3.8e-85	282.9	347	8	342	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_78	K13694	8.4e-43	143.1	723	453	606	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_90	K13925	2.5e-37	124.0	697	137	684	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_95	K17733	5.8e-70	232.5	344	5	322	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_97	K17677	1.1e-41	93.5	528	266	488	KOFam_all_KEGG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_99	K18947	9.2e-48	159.0	457	16	435	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_140	K06167	9e-19	63.3	318	21	231	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_161	K18951	7.6e-51	120.3	424	7	204	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_163	K23786	3.8e-53	172.8	322	3	272	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_164	K03553	1.8e-102	340.8	348	37	341	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_168	K02335	5.2e-145	481.0	895	159	862	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_169	K03530	2.5e-20	69.8	107	8	98	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_171	K00560	4.8e-40	134.4	383	11	234	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_182	K00526	4.7e-80	265.9	368	34	363	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_183	K00525	2e-132	437.0	701	64	687	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_184	K03647	1.2e-36	123.0	123	1	117	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_187	K01520	2.8e-24	82.8	204	63	200	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_188	K02316	4.1e-34	114.9	335	23	320	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_190	K03546	7.7e-59	110.6	668	1	280	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_190	K03546	7.7e-59	80.1	668	416	663	KOFam_all_KEGG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_191	K03547	8e-34	114.0	353	1	313	KOFam_all_KEGG
