qseqid	sseqid	qlen	slen	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|P52941|SP0A_MOOTA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0045	256	390	30.769	52	34	2	15	65	279	329	3.7	23.9
sp|Q03749|CR7AA_BACTU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0192	1138	636	32.143	56	35	1	294	346	430	485	3.7	26.6
sp|Q07766|DEVS_MYXXD	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0178	214	1118	29.73	37	26	0	119	155	49	85	3.7	23.9
sp|Q45743|CR2AC_BACTU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0187	622	423	40.741	27	16	0	220	246	156	182	3.7	25.4
sp|Q9S515|CR1AG_BACTU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0288	1176	80	36.585	41	20	2	879	919	26	60	3.7	24.6
sp|Q9S515|CR1AG_BACTU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0013	1176	80	36.585	41	20	2	879	919	26	60	3.7	24.6
sp|A0RAQ6|HPR_BACAH	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.7	22.3
sp|A7Z2M2|SSPK_BACVZ	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0073	50	63	29.412	34	24	0	16	49	9	42	3.7	19.6
sp|A8FB65|SSPK_BACP2	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0022	49	177	46.667	15	8	0	32	46	140	154	3.7	20
sp|B7H9R2|SSPK_BACC4	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|B7H9R2|SSPK_BACC4	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|B7HG19|HPR_BACC4	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.7	23.5
sp|B7HU54|SSPK_BACC7	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|B7HU54|SSPK_BACC7	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|B7HZH8|HPR_BACC7	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.7	22.3
sp|B7IKC1|HPR_BACC2	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.7	23.5
sp|B7IW10|SSPK_BACC2	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|B7IW10|SSPK_BACC2	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|B7JCX5|HPR_BACC0	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.7	22.3
sp|B7JNF2|SSPK_BACC0	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|B7JNF2|SSPK_BACC0	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|B9IT66|HPR_BACCQ	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.7	22.3
sp|B9J2V0|SSPK_BACCQ	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|B9J2V0|SSPK_BACCQ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|C1EKG1|HPR_BACC3	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.7	22.3
sp|C1EWF4|SSPK_BACC3	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|C1EWF4|SSPK_BACC3	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|C3LCW8|HPR_BACAC	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.7	22.3
sp|C3LHB3|SSPK_BACAC	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|C3LHB3|SSPK_BACAC	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|C3P2U9|HPR_BACAA	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.7	22.3
sp|C3PCY0|SSPK_BACAA	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|C3PCY0|SSPK_BACAA	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|L8EBJ6|SSCB_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0088	28	98	66.667	18	4	1	4	21	6	21	3.7	18.9
sp|O32726|SP2AA_GEOSE	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0279	116	40	30.769	26	18	0	90	115	1	26	3.7	20.8
sp|O32726|SP2AA_GEOSE	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0033	116	40	30.769	26	18	0	90	115	1	26	3.7	20.8
sp|P26764|RPSF_BACLI	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0133	255	325	36.667	30	19	0	143	172	10	39	3.7	23.9
sp|P31845|SP5AF_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0085	493	122	29.63	27	19	0	8	34	53	79	3.7	24.3
sp|P35145|RPSF_PRIMG	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0209	253	334	25	56	38	1	30	85	279	330	3.7	23.9
sp|P52930|SP0A_BACCE	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0016	150	70	29.412	51	19	2	43	77	12	61	3.7	21.6
sp|P62164|GERPA_BACAN	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0133	73	325	31.373	51	30	1	22	72	17	62	3.7	21.2
sp|P62165|GERPA_BACCE	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0133	73	325	31.373	51	30	1	22	72	17	62	3.7	21.2
sp|Q45060|TLP_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0141	83	637	50	18	9	0	25	42	433	450	3.7	21.6
sp|Q63EV6|HPR_BACCZ	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.7	22.3
sp|Q65J23|TLP_BACLD	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0018	78	187	25.758	66	48	1	1	65	116	181	3.7	21.2
sp|Q6HMB8|HPR_BACHK	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.7	22.3
sp|Q73CB7|HPR_BACC1	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.7	22.3
sp|Q73DY6|SSPK_BACC1	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|Q73DY6|SSPK_BACC1	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|Q7WY58|SSPJ_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0186	46	885	46.154	26	14	0	7	32	157	182	3.7	20
sp|Q813W6|HPR_BACCR	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.7	23.5
sp|Q81I94|SSPK_BACCR	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|Q81I94|SSPK_BACCR	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|Q81JG1|HPR_BACAN	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.7	22.3
sp|Q81YW1|SSPK_BACAN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|Q81YW1|SSPK_BACAN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	52	240	31.707	41	22	2	8	45	201	238	3.7	20
sp|A5I174|SSPH2_CLOBH	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0216	63	124	56.25	16	7	0	1	16	1	16	3.7	20.4
sp|A6M0F0|SSPH_CLOB8	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0210	52	146	35	20	13	0	2	21	107	126	3.7	20
sp|A7FTB7|SSPH2_CLOB1	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0216	63	124	56.25	16	7	0	1	16	1	16	3.7	20.4
sp|A7GCS6|SSPH2_CLOBL	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0216	63	124	56.25	16	7	0	1	16	1	16	3.7	20.4
sp|P54379|CSGA_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0074	82	314	25.424	59	36	2	2	60	244	294	3.7	21.2
sp|P54469|YQFD_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0201	398	1438	24	100	70	3	170	266	532	628	3.7	25
sp|P94496|CSE60_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0173	60	416	32.5	40	24	1	14	50	322	361	3.7	20.4
sp|Q5KZP0|TLP_GEOKA	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0207	75	416	21.429	42	33	0	5	46	374	415	3.7	21.2
sp|P07860|RPSF_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0023	255	140	29.787	47	31	1	193	237	60	106	3.8	23.5
sp|P37869|ENO_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0206	430	850	25.843	89	57	3	228	311	312	396	3.8	25
sp|P06535|SP0B_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0191	192	423	25.316	79	48	2	98	165	217	295	3.8	23.5
sp|P18568|BINB2_LYSSH	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0173	448	416	28.814	59	36	2	302	354	138	196	3.8	25
sp|P29599|SUBB_LEDLE	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0078	269	465	34.375	32	21	0	130	161	337	368	3.8	23.9
sp|P42234|CATE_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0158	686	193	45.455	33	14	1	355	387	39	67	3.8	25
sp|Q45757|CR6AA_BACTU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0139	475	72	32.653	49	32	1	272	320	12	59	3.8	23.5
sp|Q7WY77|PXPC_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0168	335	134	29.508	61	29	2	246	299	61	114	3.8	23.9
sp|A7Z8Y2|GPMI_BACVZ	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0151	511	156	19.417	103	73	2	156	249	51	152	3.8	24.6
sp|B0K150|SP2AB_THEPX	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0193	143	904	44.444	18	10	0	67	84	873	890	3.8	22.7
sp|B0K9G3|SP2AB_THEP3	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0193	143	904	44.444	18	10	0	67	84	873	890	3.8	22.7
sp|D5DVF4|GPMI_PRIM1	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0158	510	177	30	50	28	1	253	295	9	58	3.8	24.6
sp|O31773|PBPX_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	391	264	35.556	45	29	0	335	379	99	143	3.8	24.6
sp|O31982|BLYA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0014	367	256	25.397	63	37	2	196	248	129	191	3.8	24.3
sp|P0A366|CR1AA_BACTK	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0010	1176	100	32.075	53	34	2	79	130	44	95	3.8	25
sp|P0A368|CR1AA_BACTE	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0010	1176	100	32.075	53	34	2	79	130	44	95	3.8	25
sp|P37548|YABG_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0039	290	422	53.571	28	9	2	109	132	258	285	3.8	24.3
sp|P42983|NUCB_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0285	136	66	28.125	32	23	0	38	69	17	48	3.8	21.6
sp|P42983|NUCB_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0010	136	66	28.125	32	23	0	38	69	17	48	3.8	21.6
sp|P52932|SP0A_PRIMG	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0234	212	843	40	35	20	1	31	64	406	440	3.8	23.5
sp|P55339|ECSA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0305	247	186	50	22	11	0	207	228	77	98	3.8	23.5
sp|P59623|SP2AB_CLOTE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0125	141	276	30.645	62	33	3	40	95	167	224	3.8	22.7
sp|P70878|SP2AB_HEYCO	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0181	147	347	28.302	53	35	1	16	68	44	93	3.8	22.7
sp|Q03415|ENP1_LYSSH	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0047	396	247	29.825	57	37	1	104	157	11	67	3.8	24.6
sp|Q07765|DEVR_MYXXD	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0147	302	274	26.23	61	38	2	236	289	134	194	3.8	23.9
sp|Q45744|CR3CA_BACTK	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0093	649	596	31.818	88	42	4	541	611	386	472	3.8	25.4
sp|A0RAQ6|HPR_BACAH	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.8	23.5
sp|A7GLZ1|HPR_BACCN	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0108	185	55	46.154	26	14	0	154	179	29	54	3.8	21.6
sp|B7HZH8|HPR_BACC7	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.8	23.5
sp|B7JCX5|HPR_BACC0	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.8	23.5
sp|B9IT66|HPR_BACCQ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.8	23.5
sp|C1EKG1|HPR_BACC3	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.8	23.5
sp|C3LCW8|HPR_BACAC	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.8	23.5
sp|C3P2U9|HPR_BACAA	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.8	23.5
sp|C5D6L6|HPR_GEOSW	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	201	265	44.444	27	12	2	52	75	220	246	3.8	23.5
sp|O06718|GERPD_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0285	58	228	37.5	32	19	1	14	44	169	200	3.8	20.4
sp|P02967|DEST_MYXXA	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0188	175	352	45.455	22	12	0	126	147	38	59	3.8	23.1
sp|P0A378|CR2AA_BACTX	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0297	633	208	29.545	44	31	0	307	350	23	66	3.8	25
sp|P0A3T7|GERPB_BACCE	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0012	68	229	61.111	18	7	0	48	65	187	204	3.8	20.8
sp|P10571|SAS2_PRIMG	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0189	73	197	40	20	12	0	20	39	49	68	3.8	20.8
sp|P15281|SP3D_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	93	262	30.612	49	26	1	6	54	156	196	3.8	21.6
sp|P27643|SP5K_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0119	322	376	31.25	32	22	0	173	204	29	60	3.8	24.3
sp|P33657|RPSE_CLOAB	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0037	235	107	37.5	24	15	0	137	160	23	46	3.8	23.1
sp|P35145|RPSF_PRIMG	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0191	253	334	25	56	38	1	30	85	279	330	3.8	23.9
sp|P35158|SPMB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0019	178	731	42.857	21	12	0	69	89	542	562	3.8	23.1
sp|P59105|SLEB_OCEIH	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0031	276	110	27.907	43	30	1	32	73	36	78	3.8	23.1
sp|Q186G8|COTA_CLOD6	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0161	305	238	23.958	96	58	2	191	273	1	94	3.8	23.9
sp|Q45060|TLP_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0142	83	640	50	18	9	0	25	42	436	453	3.8	21.6
sp|Q5L0A7|SSPP_GEOKA	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0029	48	105	20.455	44	35	0	1	44	4	47	3.8	20
sp|Q63EV6|HPR_BACCZ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.8	23.5
sp|Q6HMB8|HPR_BACHK	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.8	23.5
sp|Q73CB7|HPR_BACC1	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.8	23.5
sp|Q81JG1|HPR_BACAN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0086	185	549	26.19	42	30	1	142	182	414	455	3.8	23.5
sp|Q8ETS4|TLP_OCEIH	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0133	74	549	30.556	36	25	0	36	71	269	304	3.8	21.2
sp|P0A3T6|GERPB_BACCR	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0012	68	229	61.111	18	7	0	48	65	187	204	3.8	20.8
sp|P54379|CSGA_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0036	82	55	24.242	33	25	0	50	82	4	36	3.8	20.4
sp|Q65GD0|SSPI_BACLD	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0182	70	341	28.07	57	34	1	6	55	66	122	3.8	20.8
sp|Q9K893|SSPI_HALH5	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0213	68	488	40.625	32	15	1	7	34	123	154	3.8	20.8
sp|Q9K893|SSPI_HALH5	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0187	68	487	40.625	32	15	1	7	34	123	154	3.8	20.8
sp|P71021|DIV4A_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0208	164	51	37.5	40	21	1	53	92	14	49	3.9	21.6
sp|O32032|PBPI_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0006	584	237	25.974	77	48	3	111	179	139	214	3.9	25
sp|P37475|SP2E_BACSU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0028	827	1101	26.531	98	63	4	716	813	311	399	3.9	25.8
sp|P39764|KINC_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0049	428	242	30.645	62	40	1	193	254	98	156	3.9	24.6
sp|Q06117|CR3BB_BACTU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0182	652	329	50	20	10	0	135	154	222	241	3.9	25.4
sp|Q06117|CR3BB_BACTU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0206	652	212	44	25	10	1	248	272	45	65	3.9	25
sp|Q08787|SRFAC_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0041	1275	88	30.769	39	27	0	60	98	5	43	3.9	25
sp|Q97L63|SPLB_CLOAB	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0247	336	56	29.412	51	33	1	109	159	6	53	3.9	22.3
sp|B0K150|SP2AB_THEPX	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0263	143	301	50	12	6	0	47	58	243	254	3.9	22.7
sp|B0K150|SP2AB_THEPX	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0208	143	896	44.444	18	10	0	67	84	865	882	3.9	22.7
sp|B0K9G3|SP2AB_THEP3	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0263	143	301	50	12	6	0	47	58	243	254	3.9	22.7
sp|B0K9G3|SP2AB_THEP3	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0208	143	896	44.444	18	10	0	67	84	865	882	3.9	22.7
sp|P0A377|CR2AA_BACTK	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0297	633	208	29.545	44	31	0	307	350	23	66	3.9	25
sp|P17869|RPSH_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0150	218	225	24.038	104	68	5	41	136	24	124	3.9	23.5
sp|P26497|SP0J_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	282	264	29.365	126	62	6	133	242	70	184	3.9	23.9
sp|P39482|DHG1_PRIMG	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0238	261	257	30.882	68	45	1	3	70	20	85	3.9	23.9
sp|P45856|HBD_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0210	287	978	22.881	118	77	4	34	145	634	743	3.9	24.3
sp|P52941|SP0A_MOOTA	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0183	256	100	24.39	41	28	1	22	62	15	52	3.9	23.1
sp|P59623|SP2AB_CLOTE	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0275	141	112	47.619	21	11	0	38	58	21	41	3.9	21.9
sp|Q07765|DEVR_MYXXD	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0132	302	372	30.882	68	36	3	233	300	146	202	3.9	24.3
sp|Q45715|CR1KA_BACTM	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0089	1215	136	32.075	53	28	2	21	73	5	49	3.9	25.4
sp|Q5KXJ2|SP2AB_GEOKA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0243	146	767	27.083	48	26	2	43	87	42	83	3.9	22.7
sp|Q65DU9|RACA_BACLD	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0133	186	325	28.378	74	48	1	96	169	89	157	3.9	23.1
sp|Q99027|COMP_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0247	769	216	23.022	139	92	6	636	766	56	187	3.9	25.4
sp|A7GLZ1|HPR_BACCN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0217	185	181	42.857	21	12	0	138	158	10	30	3.9	23.1
sp|B7GKT2|SSPN_ANOFW	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0255	47	90	40	15	9	0	2	16	42	56	3.9	19.6
sp|O06722|YISI_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0059	56	73	41.176	17	10	0	15	31	9	25	3.9	20
sp|O34412|YLBF_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0037	149	251	32.609	46	29	2	104	147	123	168	3.9	22.7
sp|P21341|PAIB_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0042	207	362	42.857	42	20	2	156	193	281	322	3.9	23.5
sp|P21341|PAIB_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0047	207	362	42.857	42	20	2	156	193	281	322	3.9	23.5
sp|P22065|SAS1_PARBF	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0132	70	372	40	25	14	1	23	47	172	195	3.9	20.8
sp|P26764|RPSF_BACLI	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	255	264	34.375	32	21	0	207	238	219	250	3.9	23.9
sp|P26767|SP2G_BACTK	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0044	161	85	50	14	7	0	83	96	66	79	3.9	21.9
sp|P26767|SP2G_BACTK	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0239	161	116	45.455	22	12	0	73	94	9	30	3.9	22.3
sp|P26777|SP2AA_BACLI	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0169	117	843	26.23	61	42	2	13	73	360	417	3.9	22.3
sp|P35145|RPSF_PRIMG	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0058	253	56	35.484	31	14	1	200	230	30	54	3.9	21.9
sp|P35147|SP2AA_PRIMG	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0070	116	207	24.138	58	41	1	36	90	43	100	3.9	21.9
