target	product	best_hit	HMM	evalue	score	EC	gene	ORF_start	ORF_end	product_start	product_end	product_length	ORF_length-aa
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_86	Hypothetical protein	VOG55961	VOG	4.7e-40	132.1			37079	37345	1	88	87	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_87	Hypothetical protein	VOG45658	VOG	2.1e-54	179.0			37347	37658	1	102	101	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_88	Hypothetical							37749	37991				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_89	Gene 64 protein	VOG47755	VOG	4.4e-58	191.2			38106	38507	1	128	127	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_90	hypothetical protein	pVOG7539	PVOG	1.5e-33	110.6			38535	38702	1	55	54	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_91	SPbeta prophage-derived uncharacterized protein YopX	VOG44203	VOG	1.8e-19	66.1			38702	39175	1	155	154	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_92	Hypothetical							39175	39348				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_93	Hypothetical							39353	39526				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_94	Putative gene 47 protein	VOG42902	VOG	1.1e-26	87.9			39513	40025	84	164	80	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_95	Hypothetical protein	VOG19480	VOG	2.5e-42	139.4			40018	40227	1	69	68	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_96	Hypothetical							40214	40399				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_97	Hypothetical protein	VOG59179	VOG	6e-42	138.0			40402	40608	1	68	67	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_98	Hypothetical							40608	40775				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_99	Hypothetical protein	VOG12897	VOG	4.3e-54	178.5			40768	41160	3	123	120	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_100	Hypothetical							41246	41566				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_101	Hypothetical							41582	41749				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_102	Hypothetical							41752	41973				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_103	Hypothetical							41979	42179				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_104	Hypothetical							42176	42667				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_105	Hypothetical protein	VOG21448	VOG	3.4e-51	170.2			42660	43196	1	175	174	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_106	hypothetical	phrog_35028	PHROG	5.2e-26	87.4			43209	43388	2	57	55	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_107	Hypothetical protein	VOG52235	VOG	1e-32	108.6			43388	43564	1	55	54	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_108	Hypothetical							43561	44001				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_109	Hypothetical							44039	44284				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_110	Hypothetical							44306	44599				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_111	Hypothetical							44586	44786				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_112	Hypothetical							44820	45134				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_113	hypothetical	phrog_22427	PHROG	4e-65	216.3			45148	46035	1	231	230	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_114	Hypothetical protein	VOG19274	VOG	2e-49	163.1			46047	46373	1	108	107	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_115	Hypothetical							46333	46506				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_116	Hypothetical							46506	46757				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_117	hypothetical protein	pVOG7810	PVOG	9.6e-46	150.4			47036	47263	1	74	73	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_118	Hypothetical							47281	47469				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_119	unannotated protein	pVOG0043	PVOG	4.2e-69	228.4			47466	48236	7	250	243	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_120	hypothetical	phrog_19982	PHROG	1.9e-36	114.1			48496	48987	59	158	99	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_121	hypothetical	phrog_15380	PHROG	1e-33	112.2			49030	49335	1	101	100	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_122	Hypothetical							49371	49607				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_123	Hypothetical protein	VOG37120	VOG	2.7e-41	136.5			49597	49899	1	97	96	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_124	Hypothetical							49896	50048				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_125	Hypothetical							50052	50390				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_126	Putative ankyrin repeat protein FPV230	VOG62927	VOG	1.7e-48	161.2			50383	50805	1	127	126	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_127	Hypothetical							50802	51062				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_128	Hypothetical							51082	51426				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_129	Hypothetical							51420	51656				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_130	Hypothetical							51656	51850				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_131	Hypothetical							51856	52311				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_132	Hypothetical							52311	52835				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_133	Hypothetical							52832	53152				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_134	Hypothetical							53449	53766				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_135	Hypothetical							53769	54050				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_136	Hypothetical							54053	54460				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_137	Hypothetical							54441	54617				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_138	Hypothetical protein	VOG17377	VOG	2.1e-50	165.5			54619	54897	1	92	91	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_139	hypothetical	phrog_4182	PHROG	4.3e-59	196.1			54910	55380	3	154	151	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_140	metal-dependent hydrolase	pVOG5148	PVOG	1.1e-105	348.9			55364	56317	3	244	241	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_141	Hypothetical							56314	56565				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_142	SPbeta prophage-derived uncharacterized protein YosH	VOG33465	VOG	5.4e-40	132.7			56583	56858	1	91	90	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_143	hypothetical protein	pVOG6512	PVOG	3.4e-39	129.3			57266	57553	4	94	90	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_144	Hypothetical protein	VOG35985	VOG	8.7e-56	180.6			57550	58152	1	189	188	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_145	Hypothetical							58164	58388				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_146	Hypothetical							58401	59027				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_147	Hypothetical							59008	59313				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_148	Hypothetical							59414	59692				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_149	hypothetical protein	pVOG0101	PVOG	7.8e-84	276.7			59689	60309	2	204	202	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_150	Hypothetical							60299	60601				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_151	hypothetical protein	pVOG5860	PVOG	4e-55	183.0			60621	61169	2	177	175	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_152	hypothetical protein	pVOG5720	PVOG	3e-109	362.7			61247	62332	1	355	354	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_153	Hypothetical							62425	62898				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_154	Hypothetical							62888	63259				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_155	hypothetical protein	pVOG0100	PVOG	4.8e-279	924.6			63399	65930	3	837	834	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_156	Hypothetical							65923	66267				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_157	hypothetical	phrog_5422	PHROG	1.1e-27	93.6			66385	66795	1	135	134	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_158	Hypothetical							66792	66890				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_159	RNA polymerase sigma factor	phrog_1025	PHROG	3.3e-49	164.1			67215	67760	1	179	178	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_160	hypothetical protein	pVOG6523	PVOG	1.1e-42	141.0			67753	68082	1	109	108	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_161	DNA ligase	VOG49277	VOG	1.7e-102	340.5			68100	69371	5	423	418	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_162	Hypothetical							69382	69846				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_163	5'-3' exonuclease Xni/ExoIX (flap endonuclease)	COG0258	COG	1e-63	208.8			69861	70826	3	314	311	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_164	Recombination protein RecA	K03553	KOFam_all_KEGG	1.8e-102	340.8		recA	70937	71980	37	341	304	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_165	single strand DNA binding protein	phrog_1192	PHROG	1.8e-67	224.6			72033	73058	1	330	329	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_166	hypothetical	phrog_1069	PHROG	1.2e-49	165.1			73203	73721	1	169	168	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_167	Hypothetical protein	VOG15659	VOG	1.3e-32	107.6			73863	74033	1	55	54	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_168	DNA polymerase	VOG15635	VOG	1.4e-183	609.3			74280	76964	8	891	883	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_169	DNA binding protein	phrog_379	PHROG	1.4e-28	95.9			77069	77389	5	100	95	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_170	hypothetical protein	pVOG7033	PVOG	4.7e-59	190.6			77489	77938	1	149	148	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_171	thymidylate synthase	phrog_5131	PHROG	6.1e-131	433.4			77951	79099	1	373	372	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_172	hypothetical protein	pVOG7906	PVOG	1.7e-36	120.8			79234	79584	7	100	93	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_173	5-hmdU DNA kinase	VOG37574	VOG	1.6e-85	283.8			79612	81522	280	634	354	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_174	Hypothetical							81563	84277				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_175	Gene 27 protein	VOG35608	VOG	1.6e-68	226.4			84293	84811	1	169	168	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_176	RNA polymerase sigma GP28 factor	VOG31550	VOG	2.2e-101	334.9			84805	85443	1	212	211	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_177	Hypothetical protein	VOG27491	VOG	5e-40	131.8			85477	85719	1	80	79	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_178	Hypothetical							85721	85951				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_179	Hypothetical							85902	86288				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_180	Hypothetical							86285	86494				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_181	transcriptional regulator	phrog_13880	PHROG	1e-84	280.2			86575	87231	1	214	213	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_182	ribonucleotide-diphosphate reductase subunit beta	PRK09614.1-2	PGAP	9.7e-154	507.5			87546	88649	42	363	321	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_183	ribonucleoside-diphosphate reductase, class 1b, alpha subunit	TIGR04170	TIGRFAM	0.0	1118.6		nrdE	88646	90748	9	700	691	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_184	Flavodoxin NrdI, NrdF-interacting activator of class Ib ribonucleotide reductase	COG1780	COG	1.8e-43	145.6			90745	91113	1	117	116	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_185	Protein D14	VOG18492	VOG	2.9e-50	167.2			91261	91803	5	178	173	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_186	hypothetical	phrog_21408	PHROG	1.1e-43	144.2			91766	92128	10	113	103	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_187	dUTPase	phrog_135	PHROG	1.7e-34	115.3			92103	92714	59	201	142	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_188	DNA primase	phrog_47	PHROG	1.5e-55	185.5			92728	93732	18	330	312	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_189	Hypothetical							93739	93987				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_190	Exonuclease subunit 2	VOG14822	VOG	6.7e-139	460.9			94004	96007	1	664	663	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_191	unannotated protein	pVOG4575	PVOG	8.3e-77	255.4			96007	97065	1	351	350	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_192	DnaB-like replicative helicase	phrog_19	PHROG	1.5e-91	303.8			97069	98526	7	459	452	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_193	hypothetical protein	pVOG7233	PVOG	4.8e-131	432.3			98582	99802	1	401	400	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_194	DNA helicase	VOG49055	VOG	2.8e-115	229.3			99935	101647	307	566	259	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_195	Hypothetical							101961	102179				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_196	tail protein	phrog_21973	PHROG	2.1e-128	109.5			102181	106683	1	184	183	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_197	Hypothetical							106692	106883				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_198	hypothetical	phrog_877	PHROG	0.0	1403.6			106964	110320	1	1117	1116	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_199	virion structural protein	phrog_1394	PHROG	3.8e-57	189.6			110332	110859	1	175	174	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_200	Hypothetical							110963	111301				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_201	Tail protein	VOG16517	VOG	5.8e-137	452.6			111317	112069	1	248	247	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_202	baseplate protein	pVOG4691	PVOG	7.1e-72	239.1			112079	113134	2	348	346	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_203	baseplate protein	phrog_975	PHROG	4.1e-70	232.1			113125	113817	1	229	228	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_204	Virion structural protein	VOG65311	VOG	7.4e-245	808.8			113810	114985	1	391	390	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_205	tail fiber protein	phrog_14236	PHROG	5.6e-183	604.6			114998	116128	1	375	374	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_206	tail protein with lysin activity	pVOG11087	PVOG	0.0	1245.3			116141	117919	1	592	591	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_207	tail protein with lysin activity	phrog_13572	PHROG	0.0	1071.6			117919	120819	1	964	963	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_208	Hypothetical							120819	121196				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_209	Hypothetical protein	VOG23806	VOG	3.6e-69	227.7			121234	121623	1	129	128	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_210	Virion protein 5	VOG55687	VOG	5.4e-66	217.1			121687	122112	1	140	139	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_211	Putative tail sheath protein	VOG18563	VOG	2.6e-206	682.7			122133	123842	6	567	561	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_212	hypothetical	phrog_1151	PHROG	3e-20	68.9			123857	124063	1	67	66	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_213	hypothetical	phrog_1000	PHROG	3.6e-58	193.6			124066	124899	1	275	274	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_214	hypothetical	phrog_16819	PHROG	9.4e-107	352.6			124904	125635	1	243	242	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_215	virion structural protein	phrog_1004	PHROG	3.4e-65	216.4			125622	126338	11	229	218	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_216	Tail fiber protein	VOG14029	VOG	3.3e-92	305.5			126340	127113	4	256	252	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_217	Hypothetical							127127	127420				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_218	Putative major capsid protein	VOG02554	VOG	2.3e-158	524.1			127523	128935	16	466	450	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_219	Hypothetical							128952	129614				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_220	Head maturation protease	VOG65212	VOG	9.1e-147	485.4			129633	130376	1	247	246	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_221	portal protein	pVOG4556	PVOG	1.2e-90	300.7			130471	132225	62	541	479	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_222	Hypothetical							132238	133098				
