"","final_gene","phage","mmseqs_qseqid","sporulation_hit","Host","Description"
"106022","K04763","NC_073050","NC_073050_177","sporulation_gene","Bacillus","Bacillus phage FADO"
"106023","K04763","NC_073050","NC_073050_147","sporulation_gene","Bacillus","Bacillus phage FADO"
"106024","K04763","OK499972","OK499972_216","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Chewbecca"
"106025","K04763","OK499972","OK499972_186","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Chewbecca"
"106026","K04763","OK499987","OK499987_226","sporulation_gene","Bacillus","Bacillus phage vB_BanS_MrDarsey"
"106027","K04763","OK499987","OK499987_196","sporulation_gene","Bacillus","Bacillus phage vB_BanS_MrDarsey"
"106028","K04763","OK499991","OK499991_209","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Sophrita"
"106029","K04763","OK499991","OK499991_241","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Sophrita"
"106030","K04763","OK499992","OK499992_242","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Nate"
"106031","K06400","NC_021325","NC_021325_29","sporulation_gene","Clostridium","Clostridium phage vB_CpeS-CP51"
"106032","K06400","NC_021865","NC_021865_29","sporulation_gene","Paenibacillus","Paenibacillus phage phiIBB_P123"
"106033","K06400","NC_028746","NC_028746_36","sporulation_gene","Paenibacillus","Paenibacillus phage Harrison"
"106034","K06400","NC_028837","NC_028837_59","sporulation_gene","Paenibacillus","Paenibacillus phage Xenia"
"106035","K06400","NC_028969","NC_028969_46","sporulation_gene","Brevibacillus","Brevibacillus phage Osiris"
"106036","K06400","NC_028991","NC_028991_1","sporulation_gene","Clostridium","Clostridium phage phiCT453A"
"106037","K06400","NC_029004","NC_029004_1","sporulation_gene","Clostridium","Clostridium phage phiCT453B"
"106038","K06400","NC_029006","NC_029006_2","sporulation_gene","Clostridium","Clostridium phage phiCT19406C"
"106039","K06400","NC_029022","NC_029022_1","sporulation_gene","Clostridium","Clostridium phage phiCT9441A"
"106040","K06400","NC_029073","NC_029073_58","sporulation_gene","Geobacillus","Geobacillus virus E3"
"106041","K06400","NC_029104","NC_029104_45","sporulation_gene","Brevibacillus","Brevibacillus phage Jimmer1"
"106042","K06400","NC_030947","NC_030947_1","sporulation_gene","Clostridium","Clostridium phage phiCT19406B"
"106043","K06400","NC_030949","NC_030949_1","sporulation_gene","Clostridium","Clostridium phage phiCTC2A"
"106044","K06400","NC_030950","NC_030950_1","sporulation_gene","Clostridium","Clostridium phage phiCT19406A"
"106045","K06400","NC_030951","NC_030951_1","sporulation_gene","Clostridium","Clostridium phage phiCTC2B"
"106046","K06400","OR602863","OR602863_1","sporulation_gene","Moorella","Moorella phage MCACPph1"
"106047","K06400","NC_041909","NC_041909_59","sporulation_gene","Paenibacillus","Paenibacillus phage Shelly"
"106048","K06400","NC_041976","NC_041976_45","sporulation_gene","Brevibacillus","Brevibacillus phage Jimmer2"
"106049","K06400","OQ921343","OQ921343_48","sporulation_gene","Bacillus","Bacillus phage SPbetaL3"
"106050","K06400","OQ921344","OQ921344_37","sporulation_gene","Bacillus","Bacillus phage SPbetaL4"
"106051","K06400","OQ921346","OQ921346_38","sporulation_gene","Bacillus","Bacillus phage SPbetaL6"
"106052","K06400","OQ921347","OQ921347_38","sporulation_gene","Bacillus","Bacillus phage SPbetaL7"
"106053","K06400","OQ921348","OQ921348_43","sporulation_gene","Bacillus","Bacillus phage SPbetaL8"
"106054","K06400","PP938272","PP938272_68","sporulation_gene","Bacillus","Bacillus phage PHBA67-T"
"106055","K06400","OR509663","OR509663_26","sporulation_gene","Bacillus","Bacillus phage vB_BanS-A16R1"
"106056","K06400","PP526179","PP526179_2","sporulation_gene","Bacillus","Bacillus phage phi3T-SPBeta hybrid"
"106057","K06400","PP197244","PP197244_27","sporulation_gene","Terrisporobacter","Terrisporobacter phage TPELB_ph1"
"106058","K06400","PP197245","PP197245_27","sporulation_gene","Terrisporobacter","Terrisporobacter phage TVCOM_ph1"
"106059","K06400","PP197246","PP197246_21","sporulation_gene","Terrisporobacter","Terrisporobacter phage TPDSL_ph1"
"106060","K06400","PP197246","PP197246_23","sporulation_gene","Terrisporobacter","Terrisporobacter phage TPDSL_ph1"
"106061","K06400","PP479940","PP479940_43","sporulation_gene","Faecalibacterium","Faecalibacterium phage Pioen"
"106062","K06400","PP479942","PP479942_38","sporulation_gene","Faecalibacterium","Faecalibacterium phage Lelie"
"106063","K04763","PP197244","PP197244_23","sporulation_gene","Terrisporobacter","Terrisporobacter phage TPELB_ph1"
"106064","K04763","PP197244","PP197244_53","sporulation_gene","Terrisporobacter","Terrisporobacter phage TPELB_ph1"
"106065","K06400","OP918669","OP918669_37","sporulation_gene","Bacillus","Bacillus phage yong1"
"106066","K06400","OQ921341","OQ921341_49","sporulation_gene","Bacillus","Bacillus phage SPbetaL1"
"106067","K06400","OP503995","OP503995_60","sporulation_gene","Paenibacillus","Paenibacillus phage vB_PlaS-5/A"
"106068","K06400","OQ921342","OQ921342_47","sporulation_gene","Bacillus","Bacillus phage SPbetaL2"
"106069","K04763","PP526179","PP526179_85","sporulation_gene","Bacillus","Bacillus phage phi3T-SPBeta hybrid"
"106070","K04763","PP858851","PP858851_11","sporulation_gene","Bacillus","Bacillus phage PHBA67-J"
"106071","K04763","PP965177","PP965177_19","sporulation_gene","Bacillus","Bacillus phage KoopaTroopa"
"106072","K04763","OQ921342","OQ921342_133","sporulation_gene","Bacillus","Bacillus phage SPbetaL2"
"106073","K04763","OQ921342","OQ921342_78","sporulation_gene","Bacillus","Bacillus phage SPbetaL2"
"106074","K04763","OQ921343","OQ921343_74","sporulation_gene","Bacillus","Bacillus phage SPbetaL3"
"106075","K04763","OQ921341","OQ921341_81","sporulation_gene","Bacillus","Bacillus phage SPbetaL1"
"106076","K06306","MH707434","MH707434_57","sporulation_gene","Bacillus","Bacillus phage BSP19"
"106077","K06217","JN797798","JN797798_11","sporulation_gene","Bacillus","Bacillus phage BCU4"
"106078","K06217","KJ489402","KJ489402_51","sporulation_gene","Bacillus","Bacillus phage Riley"
"106079","K06217","KT187252","KT187252_17","sporulation_gene","Bacillus","Bacillus phage PBC6"
"106080","K06217","KF208639","KF208639_54","sporulation_gene","Bacillus","Bacillus phage Troll"
"106081","K06217","KF669647","KF669647_53","sporulation_gene","Bacillus","Bacillus phage BigBertha"
"106082","K06217","KU253712","KU253712_28","sporulation_gene","Bacillus","Bacillus phage Eldridge"
"106083","K06217","KU737345","KU737345_52","sporulation_gene","Bacillus","Bacillus phage Juglone"
"106084","K06217","KT224359","KT224359_35","sporulation_gene","Bacillus","Bacillus phage TsarBomba"
"106085","K06217","KT307976","KT307976_49","sporulation_gene","Bacillus","Bacillus phage AvesoBmore"
"106086","K06413","JN638751","JN638751_578","sporulation_gene","Bacillus","Bacillus phage G"
"106087","K06413","JN638751","JN638751_578","sporulation_gene","Bacillus","Bacillus phage G"
"106088","K06413","KC595516","KC595516_78","sporulation_gene","Brevibacillus","Brevibacillus phage Emery"
"106089","K06413","KC595516","KC595516_78","sporulation_gene","Brevibacillus","Brevibacillus phage Emery"
"106090","K06413","NC_023719","NC_023719_578","sporulation_gene","Bacillus","Bacillus phage G"
"106091","K06413","NC_023719","NC_023719_578","sporulation_gene","Bacillus","Bacillus phage G"
"106092","K06416","OP628076","OP628076_212","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB2"
"106093","K06416","JN712910","JN712910_29","sporulation_gene","Bacillus","Bacillus phage BCD7"
"106094","K06416","OM634661","OM634661_276","sporulation_gene","Bacillus","Bacillus phage vB_BauM_KLEB27-3"
"106095","K06416","OP628075","OP628075_103","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB1"
"106096","K06416","NC_019515","NC_019515_29","sporulation_gene","Bacillus","Bacillus phage BCD7"
"106097","K06418","JN638751","JN638751_411","sporulation_gene","Bacillus","Bacillus phage G"
"106098","K06418","NC_023719","NC_023719_411","sporulation_gene","Bacillus","Bacillus phage G"
"106099","K06418","OQ921337","OQ921337_103","sporulation_gene","Bacillus","Bacillus phage SPO1L2"
"106100","K06418","OQ921336","OQ921336_106","sporulation_gene","Bacillus","Bacillus phage SPO1L1"
"106101","K06419","FJ230960","FJ230960_156","sporulation_gene","Bacillus","Bacillus phage SPO1"
"106102","K06419","KF669649","KF669649_157","sporulation_gene","Bacillus","Bacillus phage CampHawk"
"106103","K06419","NC_011421","NC_011421_156","sporulation_gene","Bacillus","Bacillus phage SPO1"
"106104","K06419","NC_022761","NC_022761_157","sporulation_gene","Bacillus","Bacillus phage CampHawk"
"106105","K06419","NC_071048","NC_071048_145","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Chewbecca"
"106106","K06419","OK499972","OK499972_145","sporulation_gene","Bacillus","Bacillus phage vB_BanS_Chewbecca"
"106107","K06419","OM236513","OM236513_174","sporulation_gene","Bacillus","Bacillus phage SP82G"
"106108","K06419","OM728298","OM728298_165","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe16"
"106109","K06419","OM728299","OM728299_159","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe19"
"106110","K06419","ON548421","ON548421_89","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Thrax5"
"106111","K06419","KY368639","KY368639_155","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe2"
"106112","K06419","MT601270","MT601270_163","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe9"
"106113","K06419","MT601271","MT601271_163","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe10"
"106114","K06419","MW001214","MW001214_168","sporulation_gene","Bacillus","Bacillus phage SP8"
"106115","K06419","MZ751040","MZ751040_159","sporulation_gene","Bacillus","Bacillus phage phi18"
"106116","K06419","OQ921338","OQ921338_105","sporulation_gene","Bacillus","Bacillus phage SPO1L3"
"106117","K06419","OQ921339","OQ921339_104","sporulation_gene","Bacillus","Bacillus phage SPO1L4"
"106118","K06419","OQ921340","OQ921340_107","sporulation_gene","Bacillus","Bacillus phage SPO1L5"
"106119","K06419","PP819608","PP819608_159","sporulation_gene","Bacillus","Bacillus phage Adastra"
"106120","K02335","ON975036","ON975036_119","sporulation_gene","Bacillus","Bacillus phage Thurquoise"
"106121","K02335","OK499983","OK499983_115","sporulation_gene","Bacillus","Bacillus phage vB_BanH_McCartney"
"106122","K02335","OK499990","OK499990_138","sporulation_gene","Bacillus","Bacillus phage vB_BanH_RonSwanson"
"106123","K02335","OK500001","OK500001_85","sporulation_gene","Bacillus","Bacillus phage vB_BanH_Abinadi"
"106124","K02335","OK500001","OK500001_85","sporulation_gene","Bacillus","Bacillus phage vB_BanH_Abinadi"
"106125","K02335","OL580764","OL580764_115","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe14"
"106126","K02335","OL964058","OL964058_64","sporulation_gene","Bacillus","Bacillus phage vB_BtM_BMBsp2"
"106127","K02335","OM112210","OM112210_34","sporulation_gene","Bacillus","Bacillus phage PK2"
"106128","K02335","OM236513","OM236513_152","sporulation_gene","Bacillus","Bacillus phage SP82G"
"106129","K02335","OM293949","OM293949_61","sporulation_gene","Weizmannia","Weizmannia phage Youna2"
"106130","K02335","OM293949","OM293949_62","sporulation_gene","Weizmannia","Weizmannia phage Youna2"
"106131","K02335","OM350011","OM350011_147","sporulation_gene","Bacillus","Bacillus phage BillyBob"
"106132","K02335","OM350012","OM350012_154","sporulation_gene","Bacillus","Bacillus phage Darren"
"106133","K02335","OM350012","OM350012_153","sporulation_gene","Bacillus","Bacillus phage Darren"
"106134","K02335","OM350012","OM350012_153","sporulation_gene","Bacillus","Bacillus phage Darren"
"106135","K02335","OM350013","OM350013_155","sporulation_gene","Bacillus","Bacillus phage MrBubbles"
"106136","K02335","OM350013","OM350013_153","sporulation_gene","Bacillus","Bacillus phage MrBubbles"
"106137","K02335","OM350013","OM350013_153","sporulation_gene","Bacillus","Bacillus phage MrBubbles"
"106138","K02335","OM654379","OM654379_57","sporulation_gene","Bacillus","Bacillus phage vB_BauS_KLEB27-1"
"106139","K02335","OM728296","OM728296_152","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe26"
"106140","K02335","OM728298","OM728298_144","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe16"
"106141","K02335","OM728298","OM728298_144","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe16"
"106142","K02335","OM728299","OM728299_138","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe19"
"106143","K02335","OM728300","OM728300_127","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe17"
"106144","K02335","OM728301","OM728301_124","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe20"
"106145","K02335","OM728302","OM728302_121","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe24"
"106146","K02335","OM728303","OM728303_126","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe25"
"106147","K02335","OM728304","OM728304_127","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe27"
"106148","K02335","OM743306","OM743306_133","sporulation_gene","Bacillus","Bacillus phage vB_BcgM"
"106149","K02335","OM982668","OM982668_157","sporulation_gene","Bacillus","Bacillus phage SBSphiJ1"
"106150","K02335","OM982669","OM982669_160","sporulation_gene","Bacillus","Bacillus phage SBSphiJ2"
"106151","K02335","OM982669","OM982669_159","sporulation_gene","Bacillus","Bacillus phage SBSphiJ2"
"106152","K02335","OM982670","OM982670_160","sporulation_gene","Bacillus","Bacillus phage SBSphiJ3"
"106153","K02335","OR113389","OR113389_55","sporulation_gene","Clostridium","Clostridium phage vB_CtyS-FA67"
"106154","K02335","OM982671","OM982671_157","sporulation_gene","Bacillus","Bacillus phage SBSphiJ4"
"106155","K02335","OM982671","OM982671_160","sporulation_gene","Bacillus","Bacillus phage SBSphiJ4"
"106156","K02335","OM982671","OM982671_158","sporulation_gene","Bacillus","Bacillus phage SBSphiJ4"
"106157","K02335","OM982672","OM982672_159","sporulation_gene","Bacillus","Bacillus phage SBSphiJ5"
"106158","K02335","OM982672","OM982672_160","sporulation_gene","Bacillus","Bacillus phage SBSphiJ5"
"106159","K02335","OM982673","OM982673_158","sporulation_gene","Bacillus","Bacillus phage SBSphiJ6"
"106160","K02335","OM982673","OM982673_160","sporulation_gene","Bacillus","Bacillus phage SBSphiJ6"
"106161","K02335","OM982674","OM982674_159","sporulation_gene","Bacillus","Bacillus phage SBSphiJ7"
"106162","K02335","ON210835","ON210835_59","sporulation_gene","Bacillus","Bacillus phage 268TH002"
"106163","K02335","ON366411","ON366411_48","sporulation_gene","Bacillus","Bacillus phage vB_BceH_LY2"
"106164","K02335","OQ259508","OQ259508_36","sporulation_gene","Bacillus","Bacillus phage BC-6"
"106165","K02335","OP380492","OP380492_166","sporulation_gene","Bacillus","Bacillus phage Nachito"
"106166","K02335","OP381444","OP381444_31","sporulation_gene","Clostridium","Clostridium phage P21"
"106167","K02335","OP628075","OP628075_59","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB1"
"106168","K02335","OP628076","OP628076_20","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB2"
"106169","K02335","OP753450","OP753450_14","sporulation_gene","Clostridium","Clostridium phage C2"
"106170","K02335","NC_031049","NC_031049_154","sporulation_gene","Bacillus","Bacillus phage NotTheCreek"
"106171","K02335","NC_031054","NC_031054_158","sporulation_gene","Bacillus","Bacillus phage DirtyBetty"
"106172","K02335","NC_031056","NC_031056_125","sporulation_gene","Bacillus","Bacillus phage Deep Blue"
"106173","K02335","NC_031070","NC_031070_155","sporulation_gene","Bacillus","Bacillus phage Nemo"
"106174","K02335","NC_031070","NC_031070_155","sporulation_gene","Bacillus","Bacillus phage Nemo"
"106175","K02335","NC_031070","NC_031070_157","sporulation_gene","Bacillus","Bacillus phage Nemo"
"106176","K02335","NC_031034","NC_031034_152","sporulation_gene","Bacillus","Bacillus phage SalinJah"
"106177","K02335","NC_031037","NC_031037_155","sporulation_gene","Bacillus","Bacillus phage Nigalana"
"106178","K02335","NC_031027","NC_031027_152","sporulation_gene","Bacillus","Bacillus phage SageFayge"
"106179","K02335","NC_031027","NC_031027_154","sporulation_gene","Bacillus","Bacillus phage SageFayge"
"106180","K02335","NC_031049","NC_031049_152","sporulation_gene","Bacillus","Bacillus phage NotTheCreek"
"106181","K02335","NC_031049","NC_031049_152","sporulation_gene","Bacillus","Bacillus phage NotTheCreek"
"106182","K02338","EF583821","EF583821_178","sporulation_gene","Bacillus","Bacillus phage 0305phi8-36"
"106183","K02338","HM159959","HM159959_55","sporulation_gene","Clostridium","Clostridium phage phiCTP1"
"106184","K02338","NC_009760","NC_009760_178","sporulation_gene","Bacillus","Bacillus phage 0305phi8-36"
